,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
21,Starving,0.371,0.636,0.633,0.0,0.102,-4.23,1,0.126,99.721,4,0.512,10932500,Global,1qOLh0tI7trd1zdDKxYZTe
22,Bad and Boujee (feat. Lil Uzi Vert),0.061,0.927,0.665,0.0,0.123,-5.313,1,0.244,127.076,4,0.175,10635390,Global,4Km5HrUvYTaSUfiSGPJeQR
23,Bad Things (with Camila Cabello),0.214,0.697,0.691,0.0,0.185,-4.757,1,0.146,137.853,4,0.305,10620238,Global,1PSBzsahR2AKwLJgx8ehBj
24,Mercy,0.137,0.469,0.68,0.0,0.11,-4.921,0,0.117,147.734,4,0.374,10507024,Global,4TZy1wLyHec06pwgFYDh1a
25,My Way,0.093,0.818,0.913,3.69e-05,0.161,-3.06,0,0.0426,119.986,4,0.536,10330481,Global,1vvNmPOiUuyCbgWmtc6yfm
26,Heathens,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0,0.0286,90.024,4,0.548,10169963,Global,6i0V12jOa3mr6uu4WYhUBr
27,All We Know,0.097,0.662,0.586,0.00272,0.115,-8.821,1,0.0307,90.0,4,0.296,10163696,Global,2rizacJSyD9S1IQUxUxnsK
28,Don't Let Me Down (feat. Daya),0.16,0.542,0.859,0.00466,0.137,-5.651,1,0.197,159.797,4,0.403,9267559,Global,0QsvXIfqM0zZoerQfsI9lm
29,Treat You Better,0.123,0.624,0.803,0.0,0.114,-4.105,0,0.246,166.018,4,0.821,9168864,Global,4Hf7WnR761jpxPr5D46Bcd
30,Scars To Your Beautiful,0.0285,0.573,0.739,0.0,0.111,-5.74,1,0.129,97.085,4,0.451,8583889,Global,0prNGof3XqfTvNDxHonvdK
31,Reggaetón Lento (Bailemos),0.4,0.761,0.838,0.0,0.176,-3.073,0,0.0502,93.974,4,0.71,8223181,Global,3AEZUABDXNtecAOSC1qTfo
32,Love Me Now,0.591,0.495,0.762,0.0,0.0763,-3.842,1,0.0862,123.893,4,0.708,8203210,Global,6nxQdXa1uAL0rY72wPZu89
33,All Night,0.0038,0.544,0.809,0.0,0.323,-5.098,1,0.0363,145.017,4,0.448,7749405,Global,4b4KcovePX8Ke2cLIQTLM0
34,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0123,0.667,0.83,0.0,0.191,-5.715,1,0.0749,113.03,4,0.701,7734734,Global,6JV2JOEocMgcZxYSZelKcc
35,Now and Later,0.273,0.781,0.57,0.0,0.196,-5.874,0,0.188,107.059,4,0.858,7724332,Global,08WPvDEsHvTFuB9w8tC2OS
36,The Mack,0.0707,0.707,0.883,0.0,0.23,-4.281,1,0.0602,106.031,4,0.541,7669735,Global,7aV2mflaASUmGhCErm7kBO
37,By Your Side,0.0778,0.696,0.743,0.0,0.0581,-3.838,1,0.0331,122.978,4,0.644,7669293,Global,1D3ODoXHBLpdxolZRHWV1j
38,We Don't Talk Anymore (feat. Selena Gomez),0.621,0.728,0.563,0.0,0.179,-8.053,0,0.134,100.017,4,0.352,7596658,Global,68EMU2RD1ECNeOeJ5qAXCV
39,Alone,0.186,0.676,0.929,0.000405,0.121,-3.194,1,0.0458,97.019,4,0.157,7584237,Global,0JiVRyTJcJnmlwCZ854K4p
40,It's Beginning to Look a Lot like Christmas,0.908,0.339,0.214,7.47e-06,0.341,-11.714,1,0.0375,94.775,3,0.363,7493998,Global,0lLdorYw7lVrJydTINhWdI
41,I Would Like,0.0853,0.486,0.713,0.0,0.0839,-3.949,0,0.0524,121.028,4,0.297,7461568,Global,4Q4jmPHwu0wrJvqrld0FQ6
42,Party Monster,0.189,0.573,0.63,2.31e-05,0.259,-8.389,1,0.105,77.525,4,0.218,7431097,Global,4F7A0DXBrmUAkp32uenhZt
43,Safari,0.551,0.508,0.687,3.41e-06,0.126,-4.361,1,0.326,180.044,4,0.555,7286559,Global,6rQSrBHf7HlZjtcMZ4S4bO
44,It's the Most Wonderful Time of the Year,0.766,0.24,0.598,0.0,0.117,-8.435,1,0.0369,201.629,3,0.776,7232257,Global,5hslUAKq9I9CG2bAulFkHN
45,Cheap Thrills,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0,0.105,89.976,4,0.732,7218935,Global,27SdWb2rFzO6GWiYDBTD9j
46,Deja Vu,0.352,0.657,0.421,0.000218,0.187,-11.378,1,0.412,174.063,4,0.181,7217628,Global,6I6NX6tjGsxFAsIfGzY9lJ
47,Broccoli (feat. Lil Yachty),0.236,0.886,0.525,0.0,0.057,-7.39,1,0.131,145.99,4,0.708,7143405,Global,7yyRTcZmCiyzzJlNzGC9Ol
48,I Took A Pill In Ibiza - Seeb Remix,0.0353,0.663,0.713,7.68e-06,0.0843,-6.647,0,0.112,101.965,4,0.69,7093486,Global,17Fd6Yb7mSbinKG8LoWfFl
49,Caroline,0.17,0.94,0.335,0.0,0.262,-10.179,0,0.505,120.04,4,0.707,7091625,Global,5hTpBe8h35rJ67eAWHQsJx
50,Jingle Bell Rock,0.614,0.741,0.34,0.0,0.0955,-13.421,1,0.0446,119.606,4,0.838,7055550,Global,1cImYkHOQMFE7AZC9aOk4y
51,Vente Pa' Ca (feat. Maluma),0.00431,0.663,0.92,1.69e-05,0.101,-4.07,0,0.226,99.935,4,0.533,6588326,Global,7DM4BPaS7uofFul3ywMe46
52,Otra vez (feat. J Balvin),0.0559,0.832,0.772,0.000486,0.44,-5.429,1,0.1,96.016,4,0.704,6449470,Global,3QwBODjSEzelZyVjxPOHdq
53,Ride,0.00835,0.645,0.713,0.0,0.113,-5.355,1,0.0393,74.989,4,0.566,6394724,Global,2Z8WuEywRWYTKe1NybPQEW
54,Shed a Light,0.112,0.483,0.787,0.0,0.257,-5.244,1,0.102,122.058,4,0.58,6295040,Global,1cG0umU5TKStygKsPFZ9pY
55,"How Far I'll Go - From ""Moana""",0.157,0.314,0.555,0.000108,0.067,-9.601,1,0.37,179.666,4,0.159,6273292,Global,5hYTyyh2odQKphUbMqc5gN
56,Hear Me Now,0.537,0.788,0.43,0.00261,0.0936,-7.757,1,0.0419,121.996,4,0.461,6269293,Global,1a5Yu5L18qNxVhXx38njON
57,Sexual,0.0623,0.803,0.569,0.0,0.083,-7.392,1,0.0739,107.986,4,0.809,6070351,Global,3AsAuGTaDQzavZZThyYlop
58,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),0.881,0.603,0.321,0.0,0.34,-11.489,1,0.0599,143.104,4,0.844,5981969,Global,7inXu0Eaeg02VsM8kHNvzM
59,White Christmas,0.673,0.317,0.158,0.353,0.338,-16.485,1,0.0381,130.503,3,0.247,5949789,Global,4so0Wek9Ig1p6CRCHuINwW
60,Perfect Strangers,0.35,0.739,0.833,0.0,0.266,-5.012,1,0.0463,117.99,4,0.699,5874412,Global,5bZtRlMBU76vHuDOb1GM5u
61,This Is What You Came For (feat. Rihanna),0.199,0.631,0.927,0.119,0.148,-2.787,0,0.0332,123.962,4,0.465,5682904,Global,0azC730Exh71aQlOt9Zj3y
62,Bounce Back,0.106,0.78,0.575,0.0,0.129,-5.628,0,0.139,81.502,4,0.273,5581496,Global,0SGkqnVQo9KPytSri1H6cF
63,Too Good,0.0573,0.804,0.648,3.49e-05,0.102,-7.805,1,0.117,117.983,4,0.392,5568347,Global,11KJSRSgaDxqydKYiD2Jew
64,Stressed Out,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0,0.141,169.977,4,0.648,5561301,Global,3CRDbSIZ4r5MsZ0YwxuEkn
65,Rockin' Around The Christmas Tree - Single Version,0.706,0.703,0.407,0.0,0.45,-12.155,1,0.0504,140.057,4,0.849,5553147,Global,3T7dNA7O8c3Axj5WyDNcH3
66,"i hate u, i love u (feat. olivia o'brien)",0.687,0.492,0.275,0.0,0.101,-13.4,0,0.3,92.6,4,0.18,5529838,Global,7vRriwrloYVaoAe3a9wJHe
67,Feliz Navidad,0.534,0.485,0.857,0.0,0.347,-7.059,1,0.0442,148.749,4,0.963,5503666,Global,7taXf5odg9xCAZERYfyOkS
68,Work from Home (feat. Ty Dolla $ign),0.103,0.803,0.585,3.94e-06,0.0644,-5.861,1,0.0432,105.017,4,0.593,5426035,Global,4tCtwWceOPWzenK2HAIJSb
69,Do They Know It's Christmas? - 1984 Version,0.164,0.599,0.642,3.33e-05,0.0992,-6.936,1,0.0363,115.412,4,0.349,5360185,Global,1hvpDAxZPKjKztOc72sv06
70,Human,0.393,0.602,0.707,0.0,0.165,-4.097,1,0.302,75.087,4,0.554,5332630,Global,58zsLZPvfflaiIbNWoA22O
71,Faded,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,1,0.0306,90.011,4,0.166,5324718,Global,7gHs73wELdeycvS48JfIos
72,Panda,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0,0.449,144.833,4,0.236,5286319,Global,5OOkp4U9P9oL23maHFHL1h
73,Love Yourself,0.835,0.609,0.378,0.0,0.28,-9.828,1,0.438,100.418,4,0.515,5262534,Global,3hB5DgAiMAQ4DzYbsMq1IT
74,Work,0.0752,0.725,0.534,0.0,0.0919,-6.238,1,0.0946,91.974,4,0.558,5193349,Global,14WWzenpaEgQZlqPq2nk4v
75,Sorry,0.0797,0.654,0.76,0.0,0.299,-3.669,0,0.045,99.945,4,0.41,5191994,Global,69bp2EbF7Q2rqc5N3ylezZ
76,Blue Christmas,0.9,0.465,0.27,0.00104,0.145,-16.661,1,0.0425,94.518,4,0.58,5185497,Global,3QiAAp20rPC3dcAtKtMaqQ
77,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.255,0.502,0.786,0.0,0.65,-4.378,0,0.317,169.021,4,0.739,5183750,Global,4dASQiO1Eoo3RJvt74FtXB
78,Solo Dance,0.0435,0.744,0.836,0.0,0.194,-2.396,0,0.0507,114.965,4,0.36,5126414,Global,6HUnnBwYZqcED1eQztxMBN
79,Juju on That Beat (TZ Anthem),0.00381,0.807,0.887,0.0,0.391,-3.892,1,0.275,160.517,4,0.78,5077939,Global,1lItf5ZXJc1by9SbPeljFd
80,Setting Fires,0.017,0.626,0.717,0.0,0.261,-5.751,0,0.0375,105.039,4,0.56,5056330,Global,0B8B8cVRFIG1yznoQe7c9s
81,Merry Christmas Everyone - Remastered,0.128,0.541,0.909,0.0,0.128,-3.101,1,0.0358,203.862,4,0.962,4997993,Global,2ISl1zekPsc26sUQpVt8UB
82,Make Me (Cry),0.592,0.588,0.471,0.00146,0.0733,-7.287,1,0.0577,152.881,4,0.209,4926962,Global,2BrzlUj1u1CtvaJDGIKpsP
83,Santa Tell Me,0.0464,0.464,0.63,0.0,0.295,-7.337,1,0.182,132.96,5,0.527,4899973,Global,1ADjWm8QNhgNV8yCNNgQ1T
84,La Bicicleta,0.198,0.736,0.964,2.32e-06,0.336,-2.147,1,0.129,179.935,4,0.953,4896546,Global,0sXvAOmXgjR2QUqLK1MltU
85,Chill Bill (feat. J. Davi$ & Spooks),0.0312,0.886,0.427,0.00099,0.0906,-10.028,1,0.145,108.034,4,0.23,4888031,Global,5uDASfU19gDxSjW8cnCaBp
86,Happy Xmas (War Is Over) - Remastered 2010,0.318,0.328,0.607,0.0,0.765,-11.076,1,0.0315,146.537,3,0.395,4885251,Global,3zJw3rugfpVrmBeDDnUYzy
87,Shout Out to My Ex,0.0316,0.774,0.739,5.95e-06,0.119,-4.022,1,0.0952,126.002,4,0.823,4836418,Global,0YHUITU3w6ws1v8ehT264g
88,Lot to Learn,0.0845,0.422,0.852,0.0,0.0687,-3.546,1,0.208,82.914,4,0.666,4833942,Global,2HzfRSfCogBSsgW2CckVA2
89,Mistletoe,0.511,0.666,0.543,0.0,0.0911,-9.188,0,0.0446,161.947,4,0.881,4817146,Global,32OWobmyAz8J2qA8iWekyS
90,Traicionera,0.142,0.776,0.669,0.0,0.219,-4.933,1,0.0638,91.012,4,0.661,4805621,Global,5J1c3M4EldCfNxXwrwt8mT
91,Controlla,0.0773,0.607,0.476,0.0,0.113,-11.076,0,0.249,122.976,5,0.347,4781312,Global,6F609ICg9Spjrw1epsAnpa
92,Water Under the Bridge,0.0189,0.596,0.838,1.54e-05,0.108,-6.52,0,0.0704,94.982,4,0.472,4765744,Global,4vb4mFvYsr2h6enhjJsq9Y
93,The Ocean (feat. Shy Martin),0.0225,0.632,0.575,1.81e-06,0.104,-6.478,1,0.029,90.037,4,0.188,4607088,Global,2CPqh63wRVscbceKcPxwvv
94,Hymn for the Weekend - Seeb Remix,0.00868,0.564,0.849,4.68e-06,0.12,-3.516,0,0.0517,102.028,4,0.427,4590654,Global,1OAiWI2oPmglaOiv9fdioU
95,Needed Me,0.11,0.671,0.314,0.0,0.0825,-8.091,0,0.244,110.898,4,0.296,4583611,Global,1Tt4sE4pXi57mTD1GCzsqm
96,Trust Nobody (feat. Selena Gomez & Tory Lanez),0.494,0.42,0.636,0.0,0.122,-7.216,1,0.22,156.104,5,0.784,4571592,Global,2wDjpPW3HZdA9quPPmZAMu
97,Sidewalks,0.147,0.542,0.72,0.0,0.348,-5.136,0,0.0628,149.828,4,0.623,4570153,Global,4h90qkbnW1Qq6pBhoPvwko
98,The Christmas Song (Merry Christmas To You),0.904,0.31,0.095,3.43e-05,0.128,-17.828,1,0.0366,72.76,4,0.188,4534872,Global,5humEOJehpAwMJEJmb0JJ2
99,X (feat. Future),0.373,0.835,0.413,0.00133,0.101,-9.81,1,0.396,149.004,4,0.111,4508475,Global,6fwdbPMwP1zVStm8FybmkO
100,Shaky Shaky,0.076,0.899,0.626,0.0,0.0631,-4.228,0,0.292,88.007,4,0.873,4460038,Global,58IL315gMSTD37DOZPJ2hf
101,Light It Up (feat. Nyla & Fuse ODG) - Remix,0.0375,0.746,0.877,0.000833,0.233,-3.782,0,0.0666,107.985,4,0.751,4420554,Global,0L7loeTIg6akW84aEQZpCT
102,Cake By The Ocean,0.156,0.774,0.764,0.0,0.0383,-5.445,0,0.0518,118.997,4,0.912,4408356,Global,2aFiaMXmWsM3Vj72F9ksBl
103,7 Years,0.29,0.742,0.479,0.0,0.391,-5.83,1,0.0551,119.951,4,0.346,4397591,Global,7129iqBafaphfc3WPCGC0L
104,Versace on the Floor,0.196,0.578,0.574,0.0,0.083,-6.209,1,0.0454,174.152,4,0.301,4396780,Global,0kN8xEmgMW9mh7UmDYHlJP
105,Sunset Lover,0.729,0.783,0.467,0.809,0.109,-9.474,1,0.0503,90.838,4,0.236,4385053,Global,0hNduWmlWmEmuwEFcYvRu1
106,Sneakin’,0.00496,0.806,0.558,1.45e-06,0.16,-6.538,1,0.172,85.011,4,0.26,4283490,Global,4ckuS4Nj4FZ7i3Def3Br8W
107,Six Feet Under,0.129,0.772,0.504,0.0,0.125,-8.219,0,0.0761,140.035,4,0.244,4275228,Global,4mU5iXHeLgbR94siF7p1sY
108,No Heart,0.136,0.906,0.444,6.44e-05,0.173,-8.692,0,0.384,140.063,4,0.678,4257945,Global,4gmmRb6bZJffOOiww1JGTO
109,Fairytale of New York (feat. Kirsty MacColl),0.582,0.271,0.551,4.16e-05,0.256,-7.48,1,0.0457,78.111,4,0.428,4245077,Global,3VTNVsTTu05dmTsVFrmGpK
110,Hallelujah,0.454,0.322,0.377,0.0,0.338,-7.385,0,0.0356,118.669,4,0.366,4164977,Global,550rQQCGkrTzvp4SfpOPzx
111,Middle,0.0199,0.611,0.7,0.0,0.0549,-5.331,1,0.0436,104.981,4,0.213,4147726,Global,4OZEu0Vwq0RB2LAq14v99n
112,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),0.153,0.779,0.671,1.12e-05,0.115,-5.829,1,0.0814,104.953,4,0.718,4145668,Global,40UroIGvsMPLPBYwH8rMNA
113,Capsize,0.0398,0.683,0.708,0.155,0.686,-6.244,0,0.0305,92.991,4,0.355,4112369,Global,2XMTqoHHSH0lvuXrvIEdco
114,Into You,0.0161,0.636,0.727,1.12e-06,0.151,-5.852,1,0.106,107.988,4,0.358,4112003,Global,7yHEDfrJNd0zWOfXwydNH0
115,This Girl (Kungs Vs. Cookin' On 3 Burners),0.08,0.793,0.729,3.1e-05,0.317,-4.77,0,0.0394,121.972,4,0.488,4060819,Global,0tICYNayWWhH9GPeFrfjfD
116,Deu Onda,0.456,0.931,0.604,0.0,0.0488,-1.41,0,0.0573,129.926,4,0.864,4054555,Global,0EPxmvsG1BY5td4aTOkWBF
117,DUELE EL CORAZON (feat. Wisin),0.0786,0.724,0.904,0.0,0.226,-3.354,0,0.0966,90.999,4,0.846,4053683,Global,6YZdkObH88npeKrrkb8Ggf
118,Fresh Eyes,0.562,0.822,0.544,2.4e-05,0.144,-6.797,1,0.0332,122.047,4,0.861,4008319,Global,4nMlau89VAjmV7agkl7OY3
119,Neighbors,0.319,0.898,0.283,0.000383,0.11,-12.335,0,0.356,138.97,4,0.469,4005289,Global,0utlOiJy2weVl9WTkcEWHy
120,Redbone,0.172,0.745,0.356,0.00943,0.123,-10.425,1,0.0941,160.033,4,0.607,3870641,Global,3kxfsdsCpFgN412fpnW85Y
121,I Got You,0.0504,0.609,0.887,4.76e-06,0.09,-4.749,0,0.0507,97.99,4,0.316,3863605,Global,1FUViuNSldssMIawrOXF2i
122,Photograph,0.607,0.614,0.379,0.000464,0.0986,-10.48,1,0.0476,107.989,4,0.201,3836919,Global,6fxVffaTuwjgEk5h9QyRjy
123,Send My Love (To Your New Lover),0.0415,0.69,0.524,3.16e-06,0.17,-8.39,0,0.103,164.023,4,0.562,3819479,Global,4BHzQ9C00ceJxfG16AlNWb
124,OOOUUU,0.533,0.635,0.847,0.0,0.154,-3.152,1,0.447,166.072,4,0.568,3813380,Global,7JYsArznYOjX2jsrT3UEnL
125,"Me, Myself & I",0.0184,0.756,0.674,0.0,0.158,-6.518,0,0.0959,111.995,4,0.389,3812423,Global,40YcuQysJ0KlGQTeGUosTC
126,This Town,0.71,0.687,0.409,0.0,0.126,-7.751,1,0.0311,111.861,4,0.16,3804828,Global,5nA67Y0XX9JipZwYxX7Gl7
127,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",0.167,0.761,0.829,0.0,0.189,-3.203,0,0.0681,92.033,4,0.813,3804156,Global,6stYbAJgTszHAHZMPxWWCY
128,All Time Low,0.0584,0.617,0.567,0.0,0.0933,-4.188,1,0.0828,90.246,4,0.505,3787799,Global,1CnPYaKxTVb4LWOtiGOm0m
129,Fast Car,0.453,0.459,0.587,0.0,0.307,-6.983,1,0.0785,113.901,4,0.581,3783928,Global,6OZh916QF8XNunWaP97WEZ
130,Immortal,0.455,0.744,0.43,2.73e-06,0.126,-10.604,0,0.309,92.039,4,0.266,3778441,Global,6AGON2BGdPmPMJGiiNuuwl
131,Reminder,0.142,0.706,0.505,0.0,0.164,-6.923,1,0.193,160.053,4,0.388,3766577,Global,37F0uwRSrdzkBiuj0D5UHI
132,Dile Que Tu Me Quieres,0.0998,0.721,0.687,0.0,0.0679,-6.682,1,0.0782,175.914,4,0.825,3682124,Global,20ZAJdsKB5IGbGj4ilRt2o
133,Final Song,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0,0.0345,104.988,4,0.245,3658284,Global,4qqArAiTPueDxIp7cf87h7
134,Lean On (feat. MØ & DJ Snake),0.00346,0.723,0.809,0.00123,0.565,-3.081,0,0.0625,98.007,4,0.274,3631857,Global,4WjH9Bzt3kx7z8kl0awxh4
135,Wonderful Christmastime - Remastered 2011 / Edited Version,0.322,0.774,0.511,0.0,0.0672,-8.914,1,0.0319,94.736,4,0.771,3607798,Global,4gavOCQdZ2g86gkvi17FM7
136,Sleigh Ride,0.601,0.526,0.709,1.37e-05,0.327,-9.882,0,0.0333,91.638,4,0.832,3593955,Global,7wiESxCGoUkRdgZF2JOLZu
137,Run Rudolph Run - Single Version,0.812,0.681,0.715,9.43e-06,0.0777,-10.609,0,0.0912,152.132,4,0.957,3585299,Global,2pnPe4pJtq7689i5ydzvJJ
138,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),0.76,0.724,0.276,0.0,0.116,-12.25,1,0.0599,112.874,4,0.718,3556525,Global,6IeK3Ap5m3HabwJxgI6eSE
139,A Holly Jolly Christmas - Single Version,0.579,0.683,0.375,0.0,0.076,-13.056,1,0.0303,140.467,4,0.888,3545756,Global,65Q2mv3UlVi9eO70OpsmSe
140,Borro Cassette,0.132,0.73,0.701,0.0,0.151,-5.885,0,0.106,175.95,4,0.785,3542282,Global,6DUdDIRgLqCGq1DwkNWQTN
141,White Christmas (with Shania Twain),0.469,0.628,0.484,1.23e-05,0.126,-7.588,1,0.0319,63.476,4,0.642,3512996,Global,2gbCG4Rt9984UZ7Tc0dIFd
142,Lighthouse - Andrelli Remix,0.0178,0.595,0.662,0.0,0.0804,-6.858,0,0.0362,96.053,4,0.417,3500923,Global,04CttTezSnv71USiiG9mIo
143,Love on Me,0.105,0.562,0.906,0.0,0.145,-2.085,1,0.0758,124.146,4,0.674,3475690,Global,2MHCiOohBZEQuLgDTPvSzF
144,Rockin’,0.0133,0.738,0.885,0.0,0.0821,-5.547,0,0.206,112.878,4,0.752,3466167,Global,36YCdzT57us0LhDmCYtrNE
145,Weak,0.137,0.673,0.637,0.0,0.184,-4.518,1,0.0429,123.98,4,0.678,3465629,Global,3E2Zh20GDCR9B1EYjfXWyv
146,Dynamite (feat. Pretty Sister),0.0548,0.811,0.801,2.09e-05,0.0742,-6.0,0,0.0802,105.055,4,0.693,3460528,Global,2Ae5awwKvQpTBKQHr1TYCg
147,Dancing On My Own,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,1,0.0332,112.175,4,0.193,3454666,Global,02WacdrRpm4zlP8H7X6bnQ
148,Stitches,0.0152,0.746,0.754,0.0,0.0486,-6.681,1,0.067,149.882,4,0.764,3434331,Global,1WP1r7fuvRqZRnUaTi2I1Q
149,Thinking out Loud,0.474,0.781,0.445,0.0,0.184,-6.061,1,0.0295,78.998,4,0.591,3414937,Global,1Slwb6dOYkBlWal1PGtnNg
150,Hello,0.336,0.481,0.451,0.0,0.0872,-6.095,0,0.0347,157.966,4,0.289,3402213,Global,4sPmO7WMQUAf45kwMOtONw
151,Step Into Christmas,0.112,0.532,0.926,9.84e-06,0.318,-5.536,1,0.0357,140.137,4,0.814,3392730,Global,3YQUpKTmtgPJf8u6ooi9KA
152,Andas En Mi Cabeza,0.0244,0.68,0.954,0.0,0.112,-1.823,1,0.119,104.029,4,0.521,3388786,Global,5mey7CLLuFToM2P68Qu1gF
153,Roses (feat. ROZES),0.0361,0.716,0.806,0.00413,0.244,-7.602,1,0.0466,100.033,4,0.347,3373168,Global,6O6M7pJLABmfBRoGZMu76Y
154,What Do You Mean?,0.59,0.845,0.567,0.00142,0.0811,-8.118,0,0.0956,125.02,4,0.793,3372990,Global,3pzjHKrQSvXGHQ98dx18HI
155,Holly Jolly Christmas,0.865,0.647,0.465,0.0,0.0882,-8.308,1,0.0428,151.251,4,0.699,3354418,Global,6tjituizSxwSmBB5vtgHZE
156,Ain't My Fault,0.00778,0.576,0.782,0.0,0.285,-4.825,0,0.0296,141.153,4,0.355,3315571,Global,0ADG9OgdVTL7fgREP75BrZ
157,Lush Life,0.132,0.694,0.712,0.0,0.211,-3.923,0,0.046,98.023,4,0.799,3278059,Global,1rIKgCH4H52lrvDcz50hS8
158,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",0.362,0.357,0.668,1.37e-06,0.727,-8.444,1,0.0479,139.986,4,0.407,3271383,Global,6s2wpWPFPAgKg2LXxi1Oee
159,Sex,0.00451,0.51,0.692,0.0,0.138,-5.825,1,0.171,102.42,4,0.209,3264349,Global,5DA77EqppDmCTWGovd4oTP
160,Love On The Brain,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0,0.0471,172.006,3,0.378,3259649,Global,2aksifNn5ph8igDOkPBA02
161,Santa Baby (with Henri René & His Orchestra),0.902,0.7,0.139,0.0,0.185,-12.346,1,0.0607,84.485,4,0.49,3254640,Global,1foCxQtxBweJtZmdxhEHVO
