,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
21,All Time Low,0.0584,0.617,0.567,0.0,0.0933,-4.188,1,0.0828,90.246,4,0.505,56210,Australia,1CnPYaKxTVb4LWOtiGOm0m
22,DNA.,0.00454,0.638,0.523,0.0,0.0842,-6.664,1,0.357,139.913,4,0.422,54268,Australia,6HZILIRieu8S0iqY8kIKhj
23,September Song,0.0545,0.623,0.654,0.0,0.0838,-5.675,0,0.0372,95.921,4,0.401,53955,Australia,0FuTx2s3YH1ppmtiM6l0zI
24,Slide (feat. Frank Ocean & Migos),0.498,0.736,0.795,1.21e-06,0.254,-3.299,0,0.0545,104.066,4,0.511,53450,Australia,7tr2za8SQg2CI8EDgrdtNl
25,Sign of the Times,0.0275,0.516,0.595,0.0,0.109,-4.63,1,0.0313,119.972,4,0.222,53428,Australia,5Ohxk2dO5COHF1krpoPigN
26,Issues,0.368,0.683,0.427,0.0,0.0604,-6.827,1,0.0777,113.634,4,0.426,53418,Australia,1sXUWdKx03aP9Gmzft58rt
27,Way down We Go,0.579,0.489,0.505,0.000333,0.104,-8.022,0,0.117,163.255,4,0.337,53003,Australia,0y1QJc3SJVPKJ1OvFmFqe6
28,Skin,0.265,0.564,0.745,0.0,0.147,-7.733,1,0.31,170.661,4,0.351,52611,Australia,6y2Kaz9QI01XBKJ8mTb7Pf
29,Weak,0.137,0.673,0.637,0.0,0.184,-4.518,1,0.0429,123.98,4,0.678,49854,Australia,3E2Zh20GDCR9B1EYjfXWyv
30,The One,0.238,0.76,0.303,8.09e-06,0.294,-11.362,1,0.0284,99.991,4,0.15,48986,Australia,0wfbD5rAksdXUzRvMfM3x5
31,Two Princes - Radio Mix,0.0139,0.747,0.803,5.48e-05,0.0668,-5.314,1,0.0345,118.019,4,0.814,47475,Australia,1iTKkkgXj8kJkGdjGGBFqL
32,Lot to Learn,0.0948,0.405,0.846,0.0,0.0666,-3.57,1,0.195,82.232,4,0.602,47198,Australia,3TRFq09DUgYj1mug6RRqJW
33,Nummer 1,0.231,0.823,0.514,3.82e-06,0.186,-7.969,0,0.421,111.24,4,0.515,47115,Australia,3sgGmPQD2J6aQduN36RDBO
34,Eine ins Leben,0.145,0.735,0.85,0.0,0.119,-3.434,1,0.189,97.969,4,0.84,47061,Australia,1tdohH49HMAFjlp1QSo6j8
35,LOYALTY. FEAT. RIHANNA.,0.0265,0.658,0.535,0.0,0.2,-8.983,0,0.0573,110.684,4,0.419,46132,Australia,6SwRhMLwNqEi6alNPVG00n
36,Rockabye (feat. Sean Paul & Anne-Marie),0.406,0.72,0.763,0.0,0.18,-4.068,0,0.0523,101.965,4,0.742,45089,Australia,5knuzwU65gJK7IF5yJsuaW
37,Chained To The Rhythm,0.0733,0.448,0.801,0.0,0.146,-5.363,1,0.165,189.798,4,0.462,44967,Australia,6520aj0B4FSKGVuKNsOCOi
38,Alone,0.186,0.676,0.929,0.000405,0.121,-3.194,1,0.0458,97.019,4,0.157,44035,Australia,0JiVRyTJcJnmlwCZ854K4p
39,Chasing Highs,0.303,0.782,0.764,1.17e-05,0.433,-4.591,0,0.0572,111.968,4,0.526,43815,Australia,6fTsxhIosAU6zXTAhSaemI
40,Despacito - Remix,0.229,0.694,0.815,0.0,0.0924,-4.328,1,0.12,88.931,4,0.813,43607,Australia,5CtI0qwDJkDQGwXD1H1cLb
41,That's What I Like,0.013,0.853,0.56,0.0,0.0944,-4.961,1,0.0406,134.066,4,0.86,42705,Australia,0KKkJNfGyhkQ5aFogxQAPU
42,Heavy (feat. Kiiara),0.0484,0.59,0.671,0.0,0.0604,-6.098,1,0.0706,149.982,4,0.438,41926,Australia,104buTcnP2AsxqB7U1FIZ4
43,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),0.105,0.803,0.743,2.12e-06,0.099,-3.602,0,0.0681,108.005,4,0.674,41037,Australia,0fg8CqpjdojMyXLNzM2PaJ
44,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),0.0744,0.684,0.823,0.0,0.111,-3.297,0,0.0773,91.048,4,0.647,39614,Australia,7nKBxz47S9SD79N086fuhn
45,ELEMENT.,0.204,0.748,0.705,0.0,0.246,-4.547,0,0.485,189.891,4,0.483,38915,Australia,1EaKU4dMbesXXd3BrLCtYG
46,History,0.096,0.76,0.63,0.0,0.113,-6.752,1,0.0582,100.977,4,0.502,37668,Australia,0WCEaydwN65cvwaW8aqptF
47,Cold,0.139,0.703,0.715,0.0,0.0456,-6.285,0,0.114,99.924,4,0.497,36729,Australia,5NNlUMcOEOdoOIwwaWXv0k
48,Closer,0.414,0.748,0.524,0.0,0.111,-5.599,1,0.0338,95.01,4,0.661,36400,Australia,7BKLCZ1jbUBVqRi2FVlTVw
49,Good Life (with G-Eazy & Kehlani),0.00464,0.565,0.771,0.0,0.0568,-5.22,1,0.213,168.385,4,0.573,36359,Australia,1Eck97uRMlprKOOJN9oO1E
50,Bungalow,0.0341,0.705,0.845,0.00351,0.134,-5.498,1,0.128,91.19,4,0.57,32323,Australia,0xCXcq4y44uHJtJ7zZDF3d
51,FEEL.,0.137,0.746,0.798,0.0,0.139,-8.382,1,0.349,109.968,4,0.553,31364,Australia,2LTlO3NuNVN70lp2ZbVswF
52,Happier,0.536,0.522,0.385,0.0,0.135,-7.355,1,0.0288,89.792,4,0.236,30879,Australia,2RttW7RAu5nOAfq6YFvApB
53,Perfect,0.163,0.599,0.448,0.0,0.106,-6.312,1,0.0232,95.05,3,0.168,30167,Australia,0tgVpDi06FyKpA1z0VMD4v
54,YAH.,0.576,0.67,0.7,5.34e-06,0.226,-7.893,1,0.196,69.986,4,0.648,29454,Australia,4BHSjbYylfOH5WAGusDyni
55,Shed a Light,0.112,0.483,0.787,0.0,0.257,-5.244,1,0.102,122.058,4,0.58,29304,Australia,1cG0umU5TKStygKsPFZ9pY
56,Bad Ideas,0.0163,0.749,0.71,0.0237,0.0892,-6.63,1,0.0331,120.005,4,0.678,28737,Australia,76gwG061wqdatYhicO2hG4
57,Ohne mein Team,0.16,0.766,0.8,1.6e-05,0.0744,-6.062,0,0.0938,129.999,4,0.635,28190,Australia,05Mp2UJulSttxQ4E6hQPH3
58,XXX. FEAT. U2.,0.138,0.568,0.619,1.67e-06,0.11,-6.899,1,0.414,170.115,4,0.293,27068,Australia,4iYRa2btalAzPZoSYfROqF
59,Congratulations,0.215,0.63,0.804,0.0,0.253,-4.183,1,0.0363,123.146,4,0.492,27013,Australia,3a1lNhkSLSkpJE4MSHpDu9
60,Say You Won't Let Go,0.695,0.358,0.557,0.0,0.0902,-7.398,1,0.059,85.043,4,0.494,26990,Australia,5uCax9HTNlzGybIStD3vDh
61,LOVE. FEAT. ZACARI.,0.264,0.8,0.585,0.0,0.153,-7.343,1,0.0924,126.058,4,0.779,26858,Australia,6PGoSes0D9eUDeeAafB2As
62,PRIDE.,0.0786,0.665,0.535,1.68e-05,0.154,-7.056,0,0.0572,138.842,4,0.37,26568,Australia,6IZvVAP7VPPnsGX6bvgkqg
63,All Night,0.00251,0.563,0.775,0.0,0.326,-6.433,1,0.0366,144.945,4,0.458,26515,Australia,1yNyoWWWikbLhwIGWjZuDW
64,Ciao Adios,0.127,0.698,0.882,0.0,0.15,-3.078,0,0.0863,106.083,4,0.445,25947,Australia,3EfugazgSddQvzZpkof5I4
65,I Feel It Coming,0.426,0.773,0.819,0.0,0.0679,-5.946,0,0.118,92.99,4,0.585,25166,Australia,5GXAXm5YOmYT0kL5jHvYBt
66,LUST.,0.193,0.678,0.562,0.0,0.104,-9.197,0,0.508,94.241,4,0.566,24621,Australia,06FCvd7rrRcF3DdvWH5Isp
67,Now Or Never,0.1,0.663,0.575,3.16e-06,0.133,-4.907,0,0.0458,110.04,4,0.458,23761,Australia,0Nhu3zSYbEz32IYiobV75e
68,iSpy (feat. Lil Yachty),0.378,0.746,0.653,0.0,0.229,-6.745,1,0.289,75.016,4,0.672,23483,Australia,2EEeOnHehOozLq4aS0n6SL
69,BLOOD.,0.142,0.357,0.238,0.0859,0.55,-16.78,0,0.265,156.907,4,0.494,23449,Australia,1n4jwRVXdkK2U34nBDUKKT
70,Selfish (feat. Rihanna),0.0303,0.415,0.369,7.64e-06,0.383,-10.044,1,0.0741,95.746,4,0.0913,22604,Australia,2Ce5IyMlVRVvN997ZJjJJA
71,Original,0.428,0.761,0.654,0.0104,0.0901,-7.25,0,0.0692,110.002,4,0.689,21731,Australia,5nm2zzI4IUPdyVhTZ5QvmR
72,Wieso?,0.524,0.866,0.721,0.638,0.0998,-6.234,0,0.0604,119.954,4,0.736,20843,Australia,7mdlZsVJD6HcPuwS3k7e68
73,Touch,0.032,0.607,0.718,0.0,0.403,-4.095,1,0.0978,101.821,4,0.551,20688,Australia,5Ua3GXyHwiSfpNTMjq6m2z
74,Just Hold On,0.00383,0.647,0.932,1.5e-06,0.0574,-3.515,1,0.0824,114.991,4,0.374,20571,Australia,3EmmCZoqpWOTY1g2GBwJoR
75,Starving,0.371,0.636,0.633,0.0,0.102,-4.23,1,0.126,99.721,4,0.512,20482,Australia,1qOLh0tI7trd1zdDKxYZTe
76,FEAR.,0.604,0.588,0.479,7.2e-06,0.527,-7.039,1,0.281,150.414,4,0.434,20478,Australia,23luOrEVHMfoX0AhfbQuS6
77,No Promises (feat. Demi Lovato),0.0575,0.741,0.667,0.0,0.106,-5.445,1,0.134,112.956,4,0.595,20464,Australia,1louJpMmzEicAn7lzDalPW
78,Love On The Brain,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0,0.0471,172.006,3,0.378,20237,Australia,2aksifNn5ph8igDOkPBA02
79,Jedermann,0.354,0.46,0.735,0.0,0.105,-6.2,1,0.134,174.887,4,0.511,20207,Australia,4rkEjyRMjc6rcj7WROZ9XK
80,Scars To Your Beautiful,0.0285,0.573,0.739,0.0,0.111,-5.74,1,0.129,97.085,4,0.451,20127,Australia,0prNGof3XqfTvNDxHonvdK
81,No Roots,0.263,0.864,0.656,0.00495,0.0712,-7.286,1,0.104,115.959,4,0.821,19996,Australia,4bPWDXpN6MlTZBedxega3X
82,Irgendwas (feat. Bengio),0.167,0.43,0.457,2.91e-05,0.202,-8.923,1,0.0616,82.547,4,0.132,19807,Australia,3qlF4ENgFTbAbPZfFF9lxt
83,Play That Song,0.0231,0.392,0.825,2.25e-06,0.0972,-2.068,0,0.0535,98.959,4,0.482,19681,Australia,77hjM9bMmgfTGJXv14UFmi
84,Cocoon,0.0998,0.743,0.659,0.00028,0.0622,-6.755,1,0.0343,114.033,4,0.804,19568,Australia,0L87MffumRNWrY2SNUFcvs
85,Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette,0.0232,0.83,0.765,0.0159,0.0754,-4.205,0,0.101,102.028,4,0.367,19443,Australia,3up1uPuvL5vkfJ6aOeSRtD
86,Pretty Girl - Cheat Codes X CADE Remix,0.15,0.703,0.868,0.132,0.104,-4.661,0,0.0291,121.03,4,0.733,19320,Australia,1NDxZ7cFAo481dtYWdrUnR
87,Hear Me Now,0.537,0.788,0.43,0.00261,0.0936,-7.757,1,0.0419,121.996,4,0.461,19255,Australia,1a5Yu5L18qNxVhXx38njON
88,Love on Me,0.105,0.562,0.906,0.0,0.145,-2.085,1,0.0758,124.146,4,0.674,19129,Australia,2MHCiOohBZEQuLgDTPvSzF
89,Starboy,0.165,0.681,0.594,3.49e-06,0.134,-7.028,1,0.282,186.054,4,0.535,19026,Australia,5aAx2yezTd8zXrkmtKl66Z
90,Don't Let Me Down (feat. Daya),0.16,0.542,0.859,0.00466,0.137,-5.651,1,0.197,159.797,4,0.403,18872,Australia,0QsvXIfqM0zZoerQfsI9lm
91,Show You Love,0.297,0.515,0.827,0.0,0.0754,-5.149,0,0.086,123.767,4,0.674,18863,Australia,4tX7Nt68zEeb0Lt32ngQR0
92,Chöre,0.22,0.773,0.623,0.0,0.389,-6.173,0,0.0377,129.962,4,0.714,18842,Australia,2nYpbaLykC2cjU8Yt5KF1v
93,What Do I Know?,0.251,0.838,0.492,0.0,0.262,-5.69,0,0.038,115.092,4,0.895,18431,Australia,2pJZ1v8HezrAoZ0Fhzby92
94,The Ocean (feat. Shy Martin),0.0225,0.632,0.575,1.81e-06,0.104,-6.478,1,0.029,90.037,4,0.188,18075,Australia,2CPqh63wRVscbceKcPxwvv
95,Bis hier und noch weiter,0.134,0.745,0.872,0.0,0.253,-2.629,1,0.203,90.983,4,0.525,18026,Australia,5y2qTBdWUFNgSPOygSWOMe
96,Shooting Stars,0.0893,0.636,0.72,0.0178,0.0868,-6.195,1,0.0432,124.944,4,0.425,18012,Australia,0UeYCHOETPfai02uskjJ3x
97,Let Me Love You,0.0784,0.476,0.718,1.02e-05,0.122,-5.309,1,0.0576,199.864,4,0.142,17996,Australia,4pdPtRcBmOSQDlJ3Fk945m
98,Sunset Lover,0.729,0.783,0.467,0.809,0.109,-9.474,1,0.0503,90.838,4,0.236,17984,Australia,0hNduWmlWmEmuwEFcYvRu1
99,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,17965,Australia,1F2HXIJrE2Xn81OzT2zZvW
100,DUCKWORTH.,0.0536,0.552,0.731,0.0,0.258,-6.873,1,0.615,174.516,4,0.632,17893,Australia,0y9uTzK9cNKSAEHnpeRG8C
101,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),0.153,0.779,0.671,1.12e-05,0.115,-5.829,1,0.0814,104.953,4,0.718,17750,Australia,40UroIGvsMPLPBYwH8rMNA
102,XO TOUR Llif3,0.00264,0.732,0.75,0.0,0.109,-6.366,0,0.231,155.096,4,0.401,17674,Australia,2eMwDehkIC1j68U6FA3Eiq
103,GOD.,0.0347,0.706,0.557,0.0,0.276,-5.8,1,0.0813,132.98,4,0.205,17665,Australia,5p3NP9mQblDsVJLdfNZJ3I
104,One Dance,0.00784,0.791,0.619,0.00423,0.351,-5.886,1,0.0532,103.989,4,0.371,17400,Australia,1xznGGDReH1oQq0xzbwXa3
105,Oceans Away,0.13,0.617,0.642,0.157,0.0929,-8.624,1,0.0334,105.885,4,0.221,17290,Australia,6A8dnC0xkiuWN4BshmTB2I
106,No Lie,0.0437,0.741,0.891,0.0,0.256,-2.824,1,0.119,102.002,4,0.449,17194,Australia,3cFsmM51N5zMAuu1nNY4Tw
107,Cazal,0.151,0.753,0.581,0.0,0.0973,-6.406,1,0.303,89.863,4,0.417,16920,Australia,0w6O1J8NjXRgD2uWOIBBqT
108,Location,0.33,0.736,0.449,0.000162,0.0898,-11.462,0,0.425,80.126,4,0.326,16697,Australia,152lZdxL1OR0ZMW6KquMif
109,Human,0.393,0.602,0.707,0.0,0.165,-4.097,1,0.302,75.087,4,0.554,16653,Australia,58zsLZPvfflaiIbNWoA22O
110,Palmen aus Plastik,0.0107,0.643,0.67,0.00162,0.292,-7.074,0,0.0538,104.906,4,0.321,16466,Australia,6wHRm1KR8pzVDPdmR6Qovj
111,Heathens,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0,0.0286,90.024,4,0.548,16307,Australia,6i0V12jOa3mr6uu4WYhUBr
112,"How Far I'll Go - From ""Moana""",0.157,0.314,0.555,0.000108,0.067,-9.601,1,0.37,179.666,4,0.159,16257,Australia,5hYTyyh2odQKphUbMqc5gN
113,Ya Salam,0.0658,0.935,0.726,0.0,0.045,-5.886,0,0.209,107.981,4,0.813,16199,Australia,5fpujciVjGBhnR2XFx06E7
114,Faded,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,1,0.0306,90.011,4,0.166,16055,Australia,7gHs73wELdeycvS48JfIos
115,Chantaje (feat. Maluma),0.187,0.852,0.773,3.05e-05,0.159,-2.921,0,0.0776,102.034,4,0.907,16027,Australia,6mICuAdrwEjh6Y6lroV2Kg
116,Portland,0.0172,0.925,0.443,0.0,0.276,-8.216,1,0.264,136.078,4,0.35,15950,Australia,2bjwRfXMk4uRgOD9IBYl9h
117,Czech Republic,0.264,0.906,0.728,0.0,0.104,-6.131,0,0.266,117.083,4,0.167,15780,Australia,3KIojVo2dIYpClKTlAiLjA
118,In the Name of Love,0.0592,0.49,0.485,0.0,0.337,-6.237,0,0.0406,133.889,4,0.196,15567,Australia,04DwTuZ2VBdJCCC5TROn7L
119,Boyfriends,0.0242,0.782,0.692,0.0,0.0675,-5.345,1,0.0584,124.026,4,0.878,15510,Australia,2tUxTQSGGteM7HljpqWU6J
120,Kokaina,0.0638,0.882,0.506,0.0,0.133,-10.104,1,0.274,132.897,4,0.537,15505,Australia,2KHbPYI22yWIOgWUsApYIS
121,Dive,0.355,0.761,0.386,0.0,0.0953,-6.158,1,0.0399,134.943,3,0.526,15433,Australia,51ChrwmUPDJvedPQnIU8Ls
122,Never Give Up,0.00497,0.568,0.936,0.0138,0.12,-2.961,0,0.053,91.009,4,0.605,15360,Australia,1ssmjAYSU5PbmsjLq5yrNH
123,I Was Wrong - Robin Schulz Remix,0.373,0.654,0.761,0.00711,0.0956,-7.094,1,0.049,117.99,4,0.546,15226,Australia,3TZ3MiMILR5wrQbbWiFUwI
124,My Way,0.093,0.818,0.913,3.69e-05,0.161,-3.06,0,0.0426,119.986,4,0.536,15130,Australia,1vvNmPOiUuyCbgWmtc6yfm
125,New Man,0.0559,0.78,0.745,0.0,0.0595,-3.97,1,0.145,94.026,4,0.862,14930,Australia,5HDPtsnyb3maFmPL8LLUTG
126,Treat You Better,0.123,0.624,0.803,0.0,0.114,-4.105,0,0.246,166.018,4,0.821,14912,Australia,4Hf7WnR761jpxPr5D46Bcd
127,Mehr als ein Job,0.115,0.542,0.819,0.0,0.113,-7.683,0,0.329,191.898,4,0.464,14787,Australia,6hyQOWD7kUVEJTjIHtJXdM
128,I Love You,0.336,0.654,0.859,0.0,0.0947,-4.321,1,0.166,114.87,4,0.704,14760,Australia,11Fo4dAH31K7UZHGqCkCmE
129,At My Best (feat. Hailee Steinfeld),0.00273,0.524,0.772,0.000169,0.224,-6.696,0,0.152,169.855,4,0.237,14756,Australia,77lGafvlU68CeHgB2pkHC9
130,Now and Later,0.273,0.781,0.57,0.0,0.196,-5.874,0,0.188,107.059,4,0.858,14502,Australia,43jBqV3j3Xi1g6wO0bhIMd
131,HandClap,0.00609,0.636,0.836,0.000157,0.0828,-3.004,1,0.0427,139.956,4,0.715,14501,Australia,7j56HrjR9cGzvekvZY3Faz
132,Viertel,0.166,0.656,0.52,0.114,0.23,-7.21,0,0.298,89.965,4,0.0937,14477,Australia,0hz4N3VVMKNkXZjF8MIJUG
133,Obsession (feat. Jon Bellion),0.00728,0.741,0.559,0.000971,0.21,-7.775,1,0.03,101.999,4,0.466,14471,Australia,5pvVAwQbuFoR7LkcicrKnk
134,The Night We Met,0.969,0.443,0.369,0.277,0.638,-9.514,1,0.0441,174.107,3,0.0989,14400,Australia,6mORGLOz79w6VsCRLWYYuK
135,Supermarket Flowers,0.914,0.589,0.242,0.0,0.0887,-10.517,1,0.0442,89.749,4,0.257,14340,Australia,4VuS959DSpr82t3qBqCrWG
136,Baby,0.0452,0.484,0.749,0.0,0.147,-5.802,0,0.376,112.991,5,0.521,14292,Australia,3W3vuTYWb5k8yNgrnYWJuf
137,Cake - Challenge Version,0.0729,0.786,0.854,1.63e-06,0.179,-4.247,1,0.0523,105.078,4,0.687,14263,Australia,6t2ubAB4iSYOuIpRAOGd4t
138,Fake Love,0.105,0.928,0.481,0.0,0.176,-9.35,0,0.287,134.007,4,0.613,13982,Australia,343YBumqHu19cGoGARUTsd
139,Mercy,0.137,0.469,0.68,0.0,0.11,-4.921,0,0.117,147.734,4,0.374,13813,Australia,4TZy1wLyHec06pwgFYDh1a
140,Sex,0.00451,0.51,0.692,0.0,0.138,-5.825,1,0.171,102.42,4,0.209,13790,Australia,5DA77EqppDmCTWGovd4oTP
141,Still Got Time (feat. PARTYNEXTDOOR),0.131,0.748,0.627,0.0,0.0852,-6.029,1,0.0639,120.963,4,0.524,13753,Australia,000xQL6tZNLJzIrtIgxqSl
142,Would I Lie to You - Radio Edit,0.00718,0.671,0.826,0.0,0.631,-5.766,0,0.309,123.986,4,0.774,13731,Australia,4PdJSsESm34djLfBde9Pr2
143,Legendary,0.0503,0.529,0.63,0.0,0.099,-5.412,0,0.0394,141.594,4,0.427,13721,Australia,1HxvdVlvQH5NUPi1wsq5L1
144,Cold Water (feat. Justin Bieber & MØ),0.0736,0.608,0.798,0.0,0.156,-5.092,0,0.0432,92.943,4,0.501,13680,Australia,6DNtNfH8hXkqOX1sjqmI7p
145,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.255,0.502,0.786,0.0,0.65,-4.378,0,0.317,169.021,4,0.739,13672,Australia,4dASQiO1Eoo3RJvt74FtXB
146,Don't Leave,0.222,0.657,0.703,0.0,0.256,-3.402,1,0.0753,122.381,4,0.338,13622,Australia,0Zx8khUcEfCFK2AEoIhC92
147,Mele 7,0.613,0.741,0.368,4.97e-06,0.0913,-12.862,0,0.106,105.012,4,0.194,13567,Australia,7nhYUvJs6zPXK6jBhYqcY4
148,Blem,0.0533,0.726,0.535,1.38e-05,0.0984,-7.804,0,0.0476,98.067,4,0.375,13537,Australia,2XlHu0HcujBCkWMdIAvrqt
149,Barcelona,0.448,0.747,0.76,0.0,0.153,-4.294,1,0.187,99.975,4,0.682,13361,Australia,3Lfiu5sZ4M4B6JaKMBc0FU
150,Hey Baby (feat. Deb's Daughter),0.0154,0.658,0.88,0.0,0.235,-4.582,0,0.0845,90.018,4,0.831,13228,Australia,3oUZXcz9WLNO71yHAumFbH
151,Ist da jemand,0.472,0.647,0.76,0.0,0.0933,-3.831,1,0.0363,145.917,4,0.493,13214,Australia,1QzmdyU1N47jAj0ao5IvlW
152,Dynamite (feat. Pretty Sister),0.0548,0.811,0.801,2.09e-05,0.0742,-6.0,0,0.0802,105.055,4,0.693,13088,Australia,2Ae5awwKvQpTBKQHr1TYCg
153,Stressed Out,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0,0.141,169.977,4,0.648,13057,Australia,3CRDbSIZ4r5MsZ0YwxuEkn
154,Lighthouse - Andrelli Remix,0.0178,0.595,0.662,0.0,0.0804,-6.858,0,0.0362,96.053,4,0.417,12996,Australia,04CttTezSnv71USiiG9mIo
155,Nancy Mulligan,0.117,0.68,0.852,0.0,0.0866,-4.35,1,0.0349,101.993,4,0.858,12965,Australia,35QZaWQRkmnAVqBF1TLCxQ
156,Cheap Thrills,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0,0.105,89.976,4,0.732,12942,Australia,27SdWb2rFzO6GWiYDBTD9j
157,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,0.0277,0.489,0.962,6.18e-06,0.128,-2.597,1,0.215,104.563,4,0.518,12901,Australia,2Vdub5mY4lad7w64bFPUez
158,Volles Magazin,0.64,0.716,0.499,0.00212,0.11,-9.006,0,0.0786,128.034,4,0.199,12830,Australia,2GIK8DmzMAPdZTNXLGW7v3
159,Ride,0.00835,0.645,0.713,0.0,0.113,-5.355,1,0.0393,74.989,4,0.566,12764,Australia,2Z8WuEywRWYTKe1NybPQEW
160,This Girl (Kungs Vs. Cookin' On 3 Burners),0.08,0.793,0.729,3.1e-05,0.317,-4.77,0,0.0394,121.972,4,0.488,12736,Australia,0tICYNayWWhH9GPeFrfjfD
161,Minimum,0.729,0.492,0.841,0.00027,0.101,-9.181,0,0.0904,177.869,4,0.313,12637,Australia,1nTgtGpUoKpA97ZbgZPiZR
162,Break Up Every Night,0.00411,0.624,0.806,0.0,0.0872,-5.957,1,0.0437,149.999,4,0.528,12589,Australia,6cPyTS0Kk2sc4xQwC93kOg
163,The Cure,0.0745,0.696,0.503,0.0,0.0869,-4.842,1,0.0356,99.977,4,0.559,12540,Australia,51PIvodunv6NmX5250zxAh
164,Lost In You,0.38,0.725,0.629,0.0,0.135,-4.573,1,0.047,118.025,4,0.295,12446,Australia,261JjqZxHunllvuzHlVzvS
