,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
85,Romantic - NOTD Remix,0.218,0.746,0.631,0.0,0.222,-7.968,0,0.231,104.047,4,0.342,18678,Australia,3SGWp9fJCzgK0WcpcKSQdy
86,September Song,0.0545,0.623,0.654,0.0,0.0838,-5.675,0,0.0372,95.921,4,0.401,18595,Australia,0FuTx2s3YH1ppmtiM6l0zI
87,Believer,0.0524,0.779,0.787,0.0,0.14,-4.305,0,0.108,124.982,4,0.708,18336,Australia,0CcQNd8CINkwQfe1RDtGV6
88,HandClap,0.00609,0.636,0.836,0.000157,0.0828,-3.004,1,0.0427,139.956,4,0.715,18222,Australia,7j56HrjR9cGzvekvZY3Faz
89,Whispering Still (feat. Charity Children) - Little Rose Remix,0.241,0.702,0.67,1.15e-05,0.202,-7.288,0,0.111,118.987,4,0.51,18214,Australia,3D3Tkk0d9UmECpH5Fprmuv
90,Ride,0.00835,0.645,0.713,0.0,0.113,-5.355,1,0.0393,74.989,4,0.566,18201,Australia,2Z8WuEywRWYTKe1NybPQEW
91,Dynamite (feat. Pretty Sister),0.0548,0.811,0.801,2.09e-05,0.0742,-6.0,0,0.0802,105.055,4,0.693,18145,Australia,2Ae5awwKvQpTBKQHr1TYCg
92,Hey Baby (feat. Deb's Daughter),0.0154,0.658,0.88,0.0,0.235,-4.582,0,0.0845,90.018,4,0.831,18055,Australia,3oUZXcz9WLNO71yHAumFbH
93,Not Going Home (feat. Gia Koka),0.0933,0.713,0.733,2.23e-05,0.237,-6.431,1,0.152,108.992,4,0.502,18047,Australia,042x9bsUBWW2fJgJ6fUh61
94,Your Soul (Holding On),0.0113,0.532,0.746,1.23e-06,0.181,-5.825,1,0.0382,116.119,4,0.265,18002,Australia,4nxvRweTK5ZZhbH3G7PuEn
95,No Favors,0.629,0.482,0.781,2.87e-06,0.413,-5.334,1,0.411,57.967,5,0.336,17952,Australia,1MksGqIztTT6M9R1ErKVs8
96,Sex,0.00451,0.51,0.692,0.0,0.138,-5.825,1,0.171,102.42,4,0.209,17765,Australia,5DA77EqppDmCTWGovd4oTP
97,An ihnen vorbei,0.46,0.675,0.57,0.000945,0.0881,-8.199,0,0.392,192.127,4,0.588,17559,Australia,7istTRCq9OK5cEC8sPAc50
98,Miss You,0.104,0.88,0.605,0.00488,0.106,-7.639,0,0.0531,120.017,4,0.626,17503,Australia,7of1slAJIWrXxP8ikAHxje
99,Light,0.0857,0.57,0.763,2.49e-06,0.0932,-4.137,1,0.0573,150.088,4,0.43,17459,Australia,7zTx8ePYAmPFQuxP3xlXZn
100,Stressed Out,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0,0.141,169.977,4,0.648,17420,Australia,3CRDbSIZ4r5MsZ0YwxuEkn
101,Lighthouse - Andrelli Remix,0.0178,0.595,0.662,0.0,0.0804,-6.858,0,0.0362,96.053,4,0.417,17161,Australia,04CttTezSnv71USiiG9mIo
102,Touch,0.032,0.607,0.718,0.0,0.403,-4.095,1,0.0978,101.821,4,0.551,17142,Australia,5Ua3GXyHwiSfpNTMjq6m2z
103,Holz,0.0274,0.88,0.666,0.0,0.0585,-7.668,0,0.237,87.981,4,0.911,17125,Australia,7eINNUMHd6YAPldsUlCz9q
104,Fresh Eyes,0.562,0.822,0.544,2.4e-05,0.144,-6.797,1,0.0332,122.047,4,0.861,17083,Australia,4nMlau89VAjmV7agkl7OY3
105,Photograph,0.607,0.614,0.379,0.000464,0.0986,-10.48,1,0.0476,107.989,4,0.201,16905,Australia,6fxVffaTuwjgEk5h9QyRjy
106,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0123,0.667,0.83,0.0,0.191,-5.715,1,0.0749,113.03,4,0.701,16905,Australia,6JV2JOEocMgcZxYSZelKcc
107,I Was Wrong - Robin Schulz Remix,0.373,0.654,0.761,0.00711,0.0956,-7.094,1,0.049,117.99,4,0.546,16888,Australia,3TZ3MiMILR5wrQbbWiFUwI
108,Alarm,0.0812,0.756,0.589,0.0,0.176,-5.093,1,0.232,146.928,4,0.811,16736,Australia,0OwX5aROoW1Iip8FV51Efg
109,Bonfire,0.064,0.771,0.785,1.27e-05,0.085,-3.915,0,0.0832,111.065,4,0.334,16477,Australia,5hz9DEkahyWoTs3rxJOTtw
110,History,0.096,0.76,0.63,0.0,0.113,-6.752,1,0.0582,100.977,4,0.502,16403,Australia,0WCEaydwN65cvwaW8aqptF
111,Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette,0.0232,0.83,0.765,0.0159,0.0754,-4.205,0,0.101,102.028,4,0.367,16272,Australia,3up1uPuvL5vkfJ6aOeSRtD
112,Cheap Thrills,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0,0.105,89.976,4,0.732,16219,Australia,27SdWb2rFzO6GWiYDBTD9j
113,Dancing On My Own,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,1,0.0332,112.175,4,0.193,15990,Australia,02WacdrRpm4zlP8H7X6bnQ
114,Lost on You,0.1,0.433,0.724,0.0,0.0918,-6.126,0,0.0372,174.006,4,0.689,15922,Australia,3SqvR3HYLlCTYzbDXJ52OC
115,T-Shirt,0.242,0.865,0.687,0.0,0.158,-3.744,0,0.217,139.023,4,0.486,15856,Australia,7KOlJ92bu51cltsD9KU5I7
116,Palmen aus Gold,0.149,0.733,0.727,0.00201,0.554,-5.77,0,0.127,96.017,4,0.211,15677,Australia,0t4v7Q4yzb9SOQohayL33W
117,Let Me Hold You (Turn Me On),0.101,0.68,0.774,0.0,0.113,-3.136,0,0.0697,102.949,4,0.331,15546,Australia,0lmdsH1MIoLsMymnNpd6HU
118,The Greatest (feat. Kendrick Lamar),0.0102,0.668,0.725,0.000479,0.0561,-6.127,1,0.266,191.944,4,0.729,15502,Australia,7xHWNBFm6ObGEQPaUxHuKO
119,It's Gotta Be You,0.221,0.422,0.745,0.0,0.0981,-4.632,1,0.0378,95.487,4,0.588,15347,Australia,6cAKeFFYW2aClZSUyvqAEW
120,The Sound of Silence,0.468,0.322,0.28,1.1e-06,0.102,-9.367,0,0.0281,85.794,4,0.175,15212,Australia,0eZBeB2xFIS65jQHerispi
121,Absätze > Hauptsätze,0.0781,0.609,0.854,0.0,0.0642,-5.043,1,0.407,181.826,4,0.856,15011,Australia,0Xt07wEnASnw91iFJ1su1j
122,No Roots,0.263,0.864,0.656,0.00495,0.0712,-7.286,1,0.104,115.959,4,0.821,14799,Australia,4bPWDXpN6MlTZBedxega3X
123,Savage (feat. Flux Pavilion & MAX),0.151,0.679,0.662,0.0,0.376,-5.861,1,0.0773,90.054,4,0.365,14701,Australia,1Rl40PsX4mh9xVOeGHq86B
124,Make Me (Cry),0.592,0.588,0.471,0.00146,0.0733,-7.287,1,0.0577,152.881,4,0.209,14659,Australia,2BrzlUj1u1CtvaJDGIKpsP
125,Sexual,0.0623,0.803,0.569,0.0,0.083,-7.392,1,0.0739,107.986,4,0.809,14644,Australia,3AsAuGTaDQzavZZThyYlop
126,Panda,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0,0.449,144.833,4,0.236,14443,Australia,5OOkp4U9P9oL23maHFHL1h
127,Skin,0.265,0.564,0.745,0.0,0.147,-7.733,1,0.31,170.661,4,0.351,14427,Australia,6y2Kaz9QI01XBKJ8mTb7Pf
128,"Lose Yourself - From ""8 Mile"" Soundtrack",0.00868,0.692,0.744,0.000423,0.359,-4.565,1,0.257,171.374,4,0.0612,14376,Australia,5Z01UMMf7V1o0MzF86s6WJ
129,Wenn sie tanzt,0.0516,0.646,0.714,0.0,0.146,-6.559,1,0.0387,117.036,4,0.349,14271,Australia,5yKfZwcuSoEkOemLJX6hEm
130,What Is Love 2016,0.122,0.788,0.563,0.000196,0.0946,-7.093,0,0.0447,124.995,4,0.349,14204,Australia,5hIR7SX1fSrr5evIAPDY5o
131,This Girl (Kungs Vs. Cookin' On 3 Burners),0.08,0.793,0.729,3.1e-05,0.317,-4.77,0,0.0394,121.972,4,0.488,14152,Australia,0tICYNayWWhH9GPeFrfjfD
132,Break My Habits,0.017,0.603,0.694,0.0,0.0911,-6.472,0,0.055,145.167,4,0.588,14059,Australia,5DunkTHxwszBIlEdBeyU6q
133,Sing Me to Sleep,0.0125,0.491,0.607,1.52e-06,0.289,-6.333,0,0.0668,176.112,4,0.166,13926,Australia,2Fjz5ZC5BvFdCqcnTZ3ilH
134,Work from Home (feat. Ty Dolla $ign),0.103,0.803,0.585,3.94e-06,0.0644,-5.861,1,0.0432,105.017,4,0.593,13710,Australia,4tCtwWceOPWzenK2HAIJSb
135,Inside the Lines (feat. Casso),0.0709,0.561,0.8,0.000133,0.0934,-4.576,1,0.0324,96.989,4,0.399,13705,Australia,3qaYuV5XZAwiOvGE91HhwS
136,I Took A Pill In Ibiza - Seeb Remix,0.0353,0.663,0.713,7.68e-06,0.0843,-6.647,0,0.112,101.965,4,0.69,13662,Australia,17Fd6Yb7mSbinKG8LoWfFl
137,Thinking out Loud,0.474,0.781,0.445,0.0,0.184,-6.061,1,0.0295,78.998,4,0.591,13608,Australia,1Slwb6dOYkBlWal1PGtnNg
138,Oceans Away - Sam Feldt Remix,0.316,0.741,0.613,0.0316,0.0893,-9.347,1,0.0354,115.031,4,0.271,13586,Australia,78mNkiUBAwHqjT0QOeEqqg
139,I'm in Love with the Coco,0.0216,0.614,0.562,0.0157,0.264,-6.958,0,0.0384,151.841,4,0.231,13498,Australia,7sU6BDmS1qwb78OpUMARPb
140,'Till I Collapse,0.0748,0.551,0.851,0.0,0.0784,-3.277,1,0.197,171.411,4,0.1,13402,Australia,6yr8GiTHWvFfi4o6Q5ebdT
141,Only One - Radio Edit,0.0039,0.626,0.938,0.000452,0.599,-3.005,1,0.0944,124.932,4,0.518,13379,Australia,5ev0Z2lFzmhjlQCWpRAWiG
142,Mörder,0.309,0.683,0.695,0.0,0.107,-7.321,0,0.152,90.006,4,0.486,13275,Australia,6v6xHeuMLbCuddN0ETrGhs
143,Let's Hurt Tonight,0.363,0.388,0.71,0.0,0.239,-4.468,1,0.0343,63.2,4,0.298,13274,Australia,1oc4kHthIpfa2jQnIL33GE
144,Old School,0.0161,0.686,0.748,0.0406,0.296,-5.702,1,0.0434,94.995,4,0.259,13168,Australia,41kE0bBBpwPUZEZKxSIROh
145,Minimum,0.729,0.492,0.841,0.00027,0.101,-9.181,0,0.0904,177.869,4,0.313,13135,Australia,1nTgtGpUoKpA97ZbgZPiZR
146,Feel Good Inc.,0.212,0.779,0.634,0.0634,0.11,-7.975,0,0.0607,124.047,4,0.576,13077,Australia,5qeL0fWg4IDLZNUjVu53f2
147,10 Jahre,0.0734,0.599,0.825,0.0,0.288,-6.484,1,0.373,121.115,5,0.419,13017,Australia,3KbCjPkewCmJt09FYtyVK5
148,Es geht ums Geschäft,0.0764,0.492,0.92,0.0,0.14,-3.905,0,0.401,122.613,5,0.359,12967,Australia,67Igkn3LegGXD5Xe0yjJVM
149,Feel (feat. Sena Sener) - Radio Edit,0.038,0.731,0.756,0.162,0.157,-4.937,0,0.0436,121.004,4,0.723,12930,Australia,7Is0OPWVcN8DdZpcNuClcy
150,Moves,0.0433,0.812,0.522,0.0,0.154,-5.287,1,0.257,75.524,4,0.38,12846,Australia,0Fv5N0cHBsl4bzCbollCAS
151,Perfect Strangers,0.372,0.742,0.819,0.0,0.277,-5.307,1,0.0487,117.986,4,0.709,12799,Australia,1CUVN2kn7mW5FjkqXTR2W1
152,Lost Boy,0.963,0.586,0.128,0.0,0.0858,-9.297,1,0.0496,123.498,4,0.371,12680,Australia,0zMzyHAeMvwq5CRstru1Fp
153,Talking to You,0.061,0.759,0.668,6e-05,0.34,-5.946,1,0.0297,126.932,4,0.497,12655,Australia,3N08HLCSwOHhMQKJGIZ7rE
154,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0.559,0.581,0.0549,0.0,0.0718,-20.514,0,0.0397,152.037,4,0.234,12603,Australia,3B7udSGy2PfgoCniMSb523
155,Light It Up (feat. Nyla & Fuse ODG) - Remix,0.0375,0.746,0.877,0.000833,0.233,-3.782,0,0.0666,107.985,4,0.751,12585,Australia,0L7loeTIg6akW84aEQZpCT
156,Stitches,0.0152,0.746,0.754,0.0,0.0486,-6.681,1,0.067,149.882,4,0.764,12439,Australia,1WP1r7fuvRqZRnUaTi2I1Q
157,Love Yourself,0.835,0.609,0.378,0.0,0.28,-9.828,1,0.438,100.418,4,0.515,12419,Australia,3hB5DgAiMAQ4DzYbsMq1IT
158,So schön kaputt,0.322,0.736,0.748,0.0,0.111,-6.114,0,0.055,115.011,4,0.655,12391,Australia,6I8R2dillIEsMrBm6IZqxv
159,Sorry,0.0797,0.654,0.76,0.0,0.299,-3.669,0,0.045,99.945,4,0.41,12240,Australia,69bp2EbF7Q2rqc5N3ylezZ
160,Spirits,0.169,0.54,0.729,0.0,0.112,-3.709,1,0.0276,80.453,4,0.779,12229,Australia,2H6dHxAxGq5oQ9EiinNpXT
161,Ham kummst,0.256,0.842,0.577,0.000374,0.133,-6.864,0,0.044,125.005,4,0.368,12207,Australia,30t2cItUPY7CvZOup7zptn
162,Don't Be So Shy - Filatov & Karas Remix,0.057,0.773,0.849,0.0103,0.397,-8.345,0,0.0587,119.981,4,0.913,12188,Australia,00vk0sEfb6mr2ehwSw0Uhn
163,Dann Kommt Die Musik,0.596,0.482,0.539,0.0,0.209,-7.93,1,0.0602,71.209,4,0.31,12135,Australia,3b5eOeAbCqH1mmmOtq6bwG
