,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
41,In the Name of Love,0.0592,0.49,0.485,0.0,0.337,-6.237,0,0.0406,133.889,4,0.196,43800,Australia,04DwTuZ2VBdJCCC5TROn7L
42,Human,0.393,0.602,0.707,0.0,0.165,-4.097,1,0.302,75.087,4,0.554,43730,Australia,58zsLZPvfflaiIbNWoA22O
43,I Feel It Coming,0.426,0.773,0.819,0.0,0.0679,-5.946,0,0.118,92.99,4,0.585,43431,Australia,5GXAXm5YOmYT0kL5jHvYBt
44,By Your Side,0.0778,0.696,0.743,0.0,0.0581,-3.838,1,0.0331,122.978,4,0.644,43161,Australia,1D3ODoXHBLpdxolZRHWV1j
45,Ohne mein Team,0.16,0.766,0.8,1.6e-05,0.0744,-6.062,0,0.0938,129.999,4,0.635,42992,Australia,05Mp2UJulSttxQ4E6hQPH3
46,Cold Water (feat. Justin Bieber & MØ),0.0736,0.608,0.798,0.0,0.156,-5.092,0,0.0432,92.943,4,0.501,39755,Australia,6DNtNfH8hXkqOX1sjqmI7p
47,Black Beatles,0.142,0.794,0.632,0.0,0.128,-6.163,1,0.0649,145.926,4,0.355,39003,Australia,6fujklziTHa8uoM5OQSfIo
48,iPhone 17 (feat. Moé),0.0127,0.622,0.628,0.0,0.0507,-8.285,0,0.117,92.839,4,0.541,38354,Australia,6rwCkGBh7CV6pcdxZKbcsG
49,Fake Love,0.105,0.928,0.481,0.0,0.176,-9.35,0,0.287,134.007,4,0.613,36050,Australia,343YBumqHu19cGoGARUTsd
50,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),0.105,0.803,0.743,2.12e-06,0.099,-3.602,0,0.0681,108.005,4,0.674,35543,Australia,0fg8CqpjdojMyXLNzM2PaJ
51,I Would Like,0.0853,0.486,0.713,0.0,0.0839,-3.949,0,0.0524,121.028,4,0.297,32894,Australia,4Q4jmPHwu0wrJvqrld0FQ6
52,Issues,0.368,0.683,0.427,0.0,0.0604,-6.827,1,0.0777,113.634,4,0.426,31799,Australia,1sXUWdKx03aP9Gmzft58rt
53,Bad and Boujee (feat. Lil Uzi Vert),0.061,0.927,0.665,0.0,0.123,-5.313,1,0.244,127.076,4,0.175,31673,Australia,4Km5HrUvYTaSUfiSGPJeQR
54,All We Know,0.097,0.662,0.586,0.00272,0.115,-8.821,1,0.0307,90.0,4,0.296,31598,Australia,2rizacJSyD9S1IQUxUxnsK
55,Cocoon,0.0998,0.743,0.659,0.00028,0.0622,-6.755,1,0.0343,114.033,4,0.804,31541,Australia,0L87MffumRNWrY2SNUFcvs
56,I Got You,0.0504,0.609,0.887,4.76e-06,0.09,-4.749,0,0.0507,97.99,4,0.316,31042,Australia,1FUViuNSldssMIawrOXF2i
57,Bungalow,0.0341,0.705,0.845,0.00351,0.134,-5.498,1,0.128,91.19,4,0.57,30182,Australia,0xCXcq4y44uHJtJ7zZDF3d
58,Places,0.264,0.728,0.858,0.000761,0.158,-3.866,0,0.0457,122.01,4,0.638,30178,Australia,6O85MfGECKBqAK2MgSbCaj
59,One Dance,0.00784,0.791,0.619,0.00423,0.351,-5.886,1,0.0532,103.989,4,0.371,29440,Australia,1xznGGDReH1oQq0xzbwXa3
60,Treat You Better,0.123,0.624,0.803,0.0,0.114,-4.105,0,0.246,166.018,4,0.821,28847,Australia,4Hf7WnR761jpxPr5D46Bcd
61,Despacito (Featuring Daddy Yankee),0.209,0.66,0.786,0.0,0.112,-4.757,1,0.17,177.833,4,0.846,28590,Australia,4aWmUDTfIPGksMNLV2rQP2
62,Don't Let Me Down (feat. Daya),0.16,0.542,0.859,0.00466,0.137,-5.651,1,0.197,159.797,4,0.403,28373,Australia,0QsvXIfqM0zZoerQfsI9lm
63,Way down We Go,0.579,0.489,0.505,0.000333,0.104,-8.022,0,0.117,163.255,4,0.337,27722,Australia,0y1QJc3SJVPKJ1OvFmFqe6
64,Side To Side,0.0408,0.648,0.738,0.0,0.292,-5.883,0,0.247,159.145,4,0.603,27683,Australia,4pLwZjInHj3SimIyN9SnOz
65,Eine ins Leben,0.145,0.735,0.85,0.0,0.119,-3.434,1,0.189,97.969,4,0.84,27548,Australia,1tdohH49HMAFjlp1QSo6j8
66,Water Under the Bridge,0.0189,0.596,0.838,1.54e-05,0.108,-6.52,0,0.0704,94.982,4,0.472,26445,Australia,4vb4mFvYsr2h6enhjJsq9Y
67,The Mack,0.0707,0.707,0.883,0.0,0.23,-4.281,1,0.0602,106.031,4,0.541,26016,Australia,7aV2mflaASUmGhCErm7kBO
68,24K Magic,0.034,0.818,0.803,0.0,0.153,-4.282,1,0.0797,106.97,4,0.632,25852,Australia,6b8Be6ljOzmkOmFslEb23P
69,The Ocean (feat. Shy Martin),0.0225,0.632,0.575,1.81e-06,0.104,-6.478,1,0.029,90.037,4,0.188,25188,Australia,2CPqh63wRVscbceKcPxwvv
70,Boyfriends,0.0242,0.782,0.692,0.0,0.0675,-5.345,1,0.0584,124.026,4,0.878,24274,Australia,2tUxTQSGGteM7HljpqWU6J
71,Final Song,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0,0.0345,104.988,4,0.245,24128,Australia,4qqArAiTPueDxIp7cf87h7
72,Don't Leave,0.222,0.657,0.703,0.0,0.256,-3.402,1,0.0753,122.381,4,0.338,24093,Australia,0Zx8khUcEfCFK2AEoIhC92
73,Miss You,0.104,0.88,0.605,0.00488,0.106,-7.639,0,0.0531,120.017,4,0.626,23360,Australia,7of1slAJIWrXxP8ikAHxje
74,Kokaina,0.0638,0.882,0.506,0.0,0.133,-10.104,1,0.274,132.897,4,0.537,23159,Australia,2KHbPYI22yWIOgWUsApYIS
75,Faded,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,1,0.0306,90.011,4,0.166,21476,Australia,7gHs73wELdeycvS48JfIos
76,Oceans Away,0.13,0.617,0.642,0.157,0.0929,-8.624,1,0.0334,105.885,4,0.221,21312,Australia,6A8dnC0xkiuWN4BshmTB2I
77,Bonfire,0.064,0.771,0.785,1.27e-05,0.085,-3.915,0,0.0832,111.065,4,0.334,20975,Australia,5hz9DEkahyWoTs3rxJOTtw
78,Fresh Eyes,0.562,0.822,0.544,2.4e-05,0.144,-6.797,1,0.0332,122.047,4,0.861,20711,Australia,4nMlau89VAjmV7agkl7OY3
79,Love on Me,0.105,0.562,0.906,0.0,0.145,-2.085,1,0.0758,124.146,4,0.674,20562,Australia,2MHCiOohBZEQuLgDTPvSzF
80,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.255,0.502,0.786,0.0,0.65,-4.378,0,0.317,169.021,4,0.739,20138,Australia,4dASQiO1Eoo3RJvt74FtXB
81,Cake - Challenge Version,0.0729,0.786,0.854,1.63e-06,0.179,-4.247,1,0.0523,105.078,4,0.687,20125,Australia,6t2ubAB4iSYOuIpRAOGd4t
82,Love On The Brain,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0,0.0471,172.006,3,0.378,19894,Australia,2aksifNn5ph8igDOkPBA02
83,Palmen aus Plastik,0.0107,0.643,0.67,0.00162,0.292,-7.074,0,0.0538,104.906,4,0.321,19781,Australia,6wHRm1KR8pzVDPdmR6Qovj
84,Capsize,0.0398,0.683,0.708,0.155,0.686,-6.244,0,0.0305,92.991,4,0.355,19344,Australia,2XMTqoHHSH0lvuXrvIEdco
85,Ride,0.00835,0.645,0.713,0.0,0.113,-5.355,1,0.0393,74.989,4,0.566,18644,Australia,2Z8WuEywRWYTKe1NybPQEW
86,I Was Wrong - Robin Schulz Remix,0.373,0.654,0.761,0.00711,0.0956,-7.094,1,0.049,117.99,4,0.546,18456,Australia,3TZ3MiMILR5wrQbbWiFUwI
87,Sexual,0.0623,0.803,0.569,0.0,0.083,-7.392,1,0.0739,107.986,4,0.809,18293,Australia,3AsAuGTaDQzavZZThyYlop
88,Alarm,0.0812,0.756,0.589,0.0,0.176,-5.093,1,0.232,146.928,4,0.811,18176,Australia,0OwX5aROoW1Iip8FV51Efg
89,Your Soul (Holding On),0.0113,0.532,0.746,1.23e-06,0.181,-5.825,1,0.0382,116.119,4,0.265,18076,Australia,4nxvRweTK5ZZhbH3G7PuEn
90,Stressed Out,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0,0.141,169.977,4,0.648,17677,Australia,3CRDbSIZ4r5MsZ0YwxuEkn
91,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0123,0.667,0.83,0.0,0.191,-5.715,1,0.0749,113.03,4,0.701,17492,Australia,6JV2JOEocMgcZxYSZelKcc
92,Lost on You,0.1,0.433,0.724,0.0,0.0918,-6.126,0,0.0372,174.006,4,0.689,17361,Australia,3SqvR3HYLlCTYzbDXJ52OC
93,Dancing On My Own,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,1,0.0332,112.175,4,0.193,17267,Australia,02WacdrRpm4zlP8H7X6bnQ
94,Bounce Back,0.106,0.78,0.575,0.0,0.129,-5.628,0,0.139,81.502,4,0.273,17267,Australia,0SGkqnVQo9KPytSri1H6cF
95,What Is Love 2016,0.122,0.788,0.563,0.000196,0.0946,-7.093,0,0.0447,124.995,4,0.349,17260,Australia,5hIR7SX1fSrr5evIAPDY5o
96,An ihnen vorbei,0.46,0.675,0.57,0.000945,0.0881,-8.199,0,0.392,192.127,4,0.588,17176,Australia,7istTRCq9OK5cEC8sPAc50
97,Sex,0.00451,0.51,0.692,0.0,0.138,-5.825,1,0.171,102.42,4,0.209,17096,Australia,5DA77EqppDmCTWGovd4oTP
98,The Greatest (feat. Kendrick Lamar),0.0102,0.668,0.725,0.000479,0.0561,-6.127,1,0.266,191.944,4,0.729,17063,Australia,7xHWNBFm6ObGEQPaUxHuKO
99,Break My Habits,0.017,0.603,0.694,0.0,0.0911,-6.472,0,0.055,145.167,4,0.588,16898,Australia,5DunkTHxwszBIlEdBeyU6q
100,The Other,0.421,0.38,0.553,2.63e-06,0.0788,-6.621,1,0.0653,179.629,4,0.384,16890,Australia,1lntL1cI2UIWlxjL5QiN8g
101,Dynamite (feat. Pretty Sister),0.0548,0.811,0.801,2.09e-05,0.0742,-6.0,0,0.0802,105.055,4,0.693,16852,Australia,2Ae5awwKvQpTBKQHr1TYCg
102,Photograph,0.607,0.614,0.379,0.000464,0.0986,-10.48,1,0.0476,107.989,4,0.201,16842,Australia,6fxVffaTuwjgEk5h9QyRjy
103,Holz,0.0274,0.88,0.666,0.0,0.0585,-7.668,0,0.237,87.981,4,0.911,16722,Australia,7eINNUMHd6YAPldsUlCz9q
104,Cheap Thrills,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0,0.105,89.976,4,0.732,16700,Australia,27SdWb2rFzO6GWiYDBTD9j
105,Not Going Home (feat. Gia Koka),0.0933,0.713,0.733,2.23e-05,0.237,-6.431,1,0.152,108.992,4,0.502,16694,Australia,042x9bsUBWW2fJgJ6fUh61
106,Lighthouse - Andrelli Remix,0.0178,0.595,0.662,0.0,0.0804,-6.858,0,0.0362,96.053,4,0.417,16547,Australia,04CttTezSnv71USiiG9mIo
107,Wieso?,0.524,0.866,0.721,0.638,0.0998,-6.234,0,0.0604,119.954,4,0.736,16479,Australia,7mdlZsVJD6HcPuwS3k7e68
108,Light,0.0857,0.57,0.763,2.49e-06,0.0932,-4.137,1,0.0573,150.088,4,0.43,16464,Australia,7zTx8ePYAmPFQuxP3xlXZn
109,Love Me,0.539,0.616,0.769,0.000171,0.358,-1.862,1,0.0371,83.511,4,0.478,16185,Australia,1kFJTEnAvJ70S5mXplUAFR
110,Palmen aus Gold,0.149,0.733,0.727,0.00201,0.554,-5.77,0,0.127,96.017,4,0.211,16073,Australia,0t4v7Q4yzb9SOQohayL33W
111,Wenn sie tanzt,0.0516,0.646,0.714,0.0,0.146,-6.559,1,0.0387,117.036,4,0.349,16027,Australia,5yKfZwcuSoEkOemLJX6hEm
112,Let Me Hold You (Turn Me On),0.101,0.68,0.774,0.0,0.113,-3.136,0,0.0697,102.949,4,0.331,15850,Australia,0lmdsH1MIoLsMymnNpd6HU
113,History,0.096,0.76,0.63,0.0,0.113,-6.752,1,0.0582,100.977,4,0.502,15792,Australia,0WCEaydwN65cvwaW8aqptF
114,Make Me (Cry),0.592,0.588,0.471,0.00146,0.0733,-7.287,1,0.0577,152.881,4,0.209,15769,Australia,2BrzlUj1u1CtvaJDGIKpsP
115,Talking to You,0.061,0.759,0.668,6e-05,0.34,-5.946,1,0.0297,126.932,4,0.497,15698,Australia,3N08HLCSwOHhMQKJGIZ7rE
116,The Sound of Silence,0.468,0.322,0.28,1.1e-06,0.102,-9.367,0,0.0281,85.794,4,0.175,15486,Australia,0eZBeB2xFIS65jQHerispi
117,So Good (feat. Ty Dolla $ign),0.085,0.726,0.576,0.0,0.0458,-7.341,1,0.146,82.055,4,0.783,15364,Australia,54LGxQGf5LPXNGjtzDZ5IE
118,Hey Baby (feat. Deb's Daughter),0.0154,0.658,0.88,0.0,0.235,-4.582,0,0.0845,90.018,4,0.831,15124,Australia,3oUZXcz9WLNO71yHAumFbH
119,It's Gotta Be You,0.221,0.422,0.745,0.0,0.0981,-4.632,1,0.0378,95.487,4,0.588,15017,Australia,6cAKeFFYW2aClZSUyvqAEW
120,Caroline,0.303,0.945,0.394,0.0,0.131,-8.571,1,0.492,120.058,4,0.743,14883,Australia,5GFDrUTLGJix84sNhjCG0g
121,Panda,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0,0.449,144.833,4,0.236,14716,Australia,5OOkp4U9P9oL23maHFHL1h
122,Skin,0.265,0.564,0.745,0.0,0.147,-7.733,1,0.31,170.661,4,0.351,14655,Australia,6y2Kaz9QI01XBKJ8mTb7Pf
123,Romantic - NOTD Remix,0.218,0.746,0.631,0.0,0.222,-7.968,0,0.231,104.047,4,0.342,14497,Australia,3SGWp9fJCzgK0WcpcKSQdy
124,Sing Me to Sleep,0.0125,0.491,0.607,1.52e-06,0.289,-6.333,0,0.0668,176.112,4,0.166,14426,Australia,2Fjz5ZC5BvFdCqcnTZ3ilH
125,T-Shirt,0.242,0.865,0.687,0.0,0.158,-3.744,0,0.217,139.023,4,0.486,14347,Australia,7KOlJ92bu51cltsD9KU5I7
126,Inside the Lines (feat. Casso),0.0709,0.561,0.8,0.000133,0.0934,-4.576,1,0.0324,96.989,4,0.399,14292,Australia,3qaYuV5XZAwiOvGE91HhwS
127,Whispering Still (feat. Charity Children) - Little Rose Remix,0.241,0.702,0.67,1.15e-05,0.202,-7.288,0,0.111,118.987,4,0.51,14212,Australia,3D3Tkk0d9UmECpH5Fprmuv
128,I'm in Love with the Coco,0.0216,0.614,0.562,0.0157,0.264,-6.958,0,0.0384,151.841,4,0.231,14075,Australia,7sU6BDmS1qwb78OpUMARPb
129,No Roots,0.263,0.864,0.656,0.00495,0.0712,-7.286,1,0.104,115.959,4,0.821,14034,Australia,4bPWDXpN6MlTZBedxega3X
130,I Took A Pill In Ibiza - Seeb Remix,0.0353,0.663,0.713,7.68e-06,0.0843,-6.647,0,0.112,101.965,4,0.69,13958,Australia,17Fd6Yb7mSbinKG8LoWfFl
131,"Lose Yourself - From ""8 Mile"" Soundtrack",0.00868,0.692,0.744,0.000423,0.359,-4.565,1,0.257,171.374,4,0.0612,13875,Australia,5Z01UMMf7V1o0MzF86s6WJ
132,Thinking out Loud,0.474,0.781,0.445,0.0,0.184,-6.061,1,0.0295,78.998,4,0.591,13840,Australia,1Slwb6dOYkBlWal1PGtnNg
133,Absätze > Hauptsätze,0.0781,0.609,0.854,0.0,0.0642,-5.043,1,0.407,181.826,4,0.856,13711,Australia,0Xt07wEnASnw91iFJ1su1j
134,Savage (feat. Flux Pavilion & MAX),0.151,0.679,0.662,0.0,0.376,-5.861,1,0.0773,90.054,4,0.365,13710,Australia,1Rl40PsX4mh9xVOeGHq86B
135,Work from Home (feat. Ty Dolla $ign),0.103,0.803,0.585,3.94e-06,0.0644,-5.861,1,0.0432,105.017,4,0.593,13655,Australia,4tCtwWceOPWzenK2HAIJSb
136,Light It Up (feat. Nyla & Fuse ODG) - Remix,0.0375,0.746,0.877,0.000833,0.233,-3.782,0,0.0666,107.985,4,0.751,13579,Australia,0L7loeTIg6akW84aEQZpCT
137,September Song,0.0545,0.623,0.654,0.0,0.0838,-5.675,0,0.0372,95.921,4,0.401,13530,Australia,0FuTx2s3YH1ppmtiM6l0zI
138,Feel (feat. Sena Sener) - Radio Edit,0.038,0.731,0.756,0.162,0.157,-4.937,0,0.0436,121.004,4,0.723,13346,Australia,7Is0OPWVcN8DdZpcNuClcy
139,We Don't Talk Anymore (feat. Selena Gomez),0.621,0.728,0.563,0.0,0.179,-8.053,0,0.134,100.017,4,0.352,13342,Australia,68EMU2RD1ECNeOeJ5qAXCV
140,Minimum,0.729,0.492,0.841,0.00027,0.101,-9.181,0,0.0904,177.869,4,0.313,13218,Australia,1nTgtGpUoKpA97ZbgZPiZR
141,Perfect Strangers,0.372,0.742,0.819,0.0,0.277,-5.307,1,0.0487,117.986,4,0.709,13025,Australia,1CUVN2kn7mW5FjkqXTR2W1
142,HandClap,0.00609,0.636,0.836,0.000157,0.0828,-3.004,1,0.0427,139.956,4,0.715,12977,Australia,7j56HrjR9cGzvekvZY3Faz
143,This Girl (Kungs Vs. Cookin' On 3 Burners),0.08,0.793,0.729,3.1e-05,0.317,-4.77,0,0.0394,121.972,4,0.488,12930,Australia,0tICYNayWWhH9GPeFrfjfD
144,Touch,0.032,0.607,0.718,0.0,0.403,-4.095,1,0.0978,101.821,4,0.551,12860,Australia,5Ua3GXyHwiSfpNTMjq6m2z
145,Bianco - Prod. Lex Lugner,0.126,0.862,0.639,9.17e-06,0.0993,-6.434,0,0.0738,140.03,4,0.364,12794,Australia,0ekFioHmdtwcITYOYXavl6
146,Lost Boy,0.963,0.586,0.128,0.0,0.0858,-9.297,1,0.0496,123.498,4,0.371,12780,Australia,0zMzyHAeMvwq5CRstru1Fp
147,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0.559,0.581,0.0549,0.0,0.0718,-20.514,0,0.0397,152.037,4,0.234,12749,Australia,3B7udSGy2PfgoCniMSb523
148,Feel Good Inc.,0.212,0.779,0.634,0.0634,0.11,-7.975,0,0.0607,124.047,4,0.576,12740,Australia,5qeL0fWg4IDLZNUjVu53f2
149,'Till I Collapse,0.0748,0.551,0.851,0.0,0.0784,-3.277,1,0.197,171.411,4,0.1,12699,Australia,6yr8GiTHWvFfi4o6Q5ebdT
150,10 Jahre,0.0734,0.599,0.825,0.0,0.288,-6.484,1,0.373,121.115,5,0.419,12687,Australia,3KbCjPkewCmJt09FYtyVK5
151,Let's Hurt Tonight,0.363,0.388,0.71,0.0,0.239,-4.468,1,0.0343,63.2,4,0.298,12687,Australia,1oc4kHthIpfa2jQnIL33GE
152,Mörder,0.309,0.683,0.695,0.0,0.107,-7.321,0,0.152,90.006,4,0.486,12637,Australia,6v6xHeuMLbCuddN0ETrGhs
153,Only One - Radio Edit,0.0039,0.626,0.938,0.000452,0.599,-3.005,1,0.0944,124.932,4,0.518,12590,Australia,5ev0Z2lFzmhjlQCWpRAWiG
154,Love Yourself,0.835,0.609,0.378,0.0,0.28,-9.828,1,0.438,100.418,4,0.515,12572,Australia,3hB5DgAiMAQ4DzYbsMq1IT
155,Setting Fires,0.017,0.626,0.717,0.0,0.261,-5.751,0,0.0375,105.039,4,0.56,12470,Australia,0B8B8cVRFIG1yznoQe7c9s
156,Feel the Love - Sam Feldt Edit,0.0487,0.645,0.835,1.16e-05,0.0947,-4.374,0,0.045,121.997,4,0.438,12401,Australia,3fJua408ovMRQ0JYGepaAY
157,Hymn for the Weekend - Seeb Remix,0.00868,0.564,0.849,4.68e-06,0.12,-3.516,0,0.0517,102.028,4,0.427,12399,Australia,1OAiWI2oPmglaOiv9fdioU
158,Wake Up Where You Are,0.11,0.706,0.674,0.000626,0.0784,-6.977,1,0.0337,113.956,4,0.545,12339,Australia,2s76aKBWKShlwPC4xTtEEE
159,Don't Be So Shy - Filatov & Karas Remix,0.057,0.773,0.849,0.0103,0.397,-8.345,0,0.0587,119.981,4,0.913,12276,Australia,00vk0sEfb6mr2ehwSw0Uhn
160,Ain't My Fault,0.00778,0.576,0.782,0.0,0.285,-4.825,0,0.0296,141.153,4,0.355,12236,Australia,0ADG9OgdVTL7fgREP75BrZ
161,Shout Out to My Ex,0.0316,0.774,0.739,5.95e-06,0.119,-4.022,1,0.0952,126.002,4,0.823,12221,Australia,0YHUITU3w6ws1v8ehT264g
162,7 Years,0.29,0.742,0.479,0.0,0.391,-5.83,1,0.0551,119.951,4,0.346,12129,Australia,7129iqBafaphfc3WPCGC0L
