,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
13,Weak,0.137,0.673,0.637,0.0,0.184,-4.518,1,0.0429,123.98,4,0.678,76030,Australia,3E2Zh20GDCR9B1EYjfXWyv
14,Bad Ideas,0.0163,0.749,0.71,0.0237,0.0892,-6.63,1,0.0331,120.005,4,0.678,70806,Australia,76gwG061wqdatYhicO2hG4
15,Issues,0.368,0.683,0.427,0.0,0.0604,-6.827,1,0.0777,113.634,4,0.426,68753,Australia,1sXUWdKx03aP9Gmzft58rt
16,Chained To The Rhythm,0.0733,0.448,0.801,0.0,0.146,-5.363,1,0.165,189.798,4,0.462,68491,Australia,6520aj0B4FSKGVuKNsOCOi
17,Just Hold On,0.00383,0.647,0.932,1.5e-06,0.0574,-3.515,1,0.0824,114.991,4,0.374,68475,Australia,3EmmCZoqpWOTY1g2GBwJoR
18,Closer,0.414,0.748,0.524,0.0,0.111,-5.599,1,0.0338,95.01,4,0.661,67014,Australia,7BKLCZ1jbUBVqRi2FVlTVw
19,Believer,0.0524,0.779,0.787,0.0,0.14,-4.305,0,0.108,124.982,4,0.708,63919,Australia,0CcQNd8CINkwQfe1RDtGV6
20,Bungalow,0.0341,0.705,0.845,0.00351,0.134,-5.498,1,0.128,91.19,4,0.57,62729,Australia,0xCXcq4y44uHJtJ7zZDF3d
21,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),0.105,0.803,0.743,2.12e-06,0.099,-3.602,0,0.0681,108.005,4,0.674,62692,Australia,0fg8CqpjdojMyXLNzM2PaJ
22,Hear Me Now,0.537,0.788,0.43,0.00261,0.0936,-7.757,1,0.0419,121.996,4,0.461,61741,Australia,1a5Yu5L18qNxVhXx38njON
23,Say You Won't Let Go,0.695,0.358,0.557,0.0,0.0902,-7.398,1,0.059,85.043,4,0.494,61350,Australia,5uCax9HTNlzGybIStD3vDh
24,Despacito (Featuring Daddy Yankee),0.209,0.66,0.786,0.0,0.112,-4.757,1,0.17,177.833,4,0.846,61213,Australia,4aWmUDTfIPGksMNLV2rQP2
25,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),0.153,0.779,0.671,1.12e-05,0.115,-5.829,1,0.0814,104.953,4,0.718,60901,Australia,40UroIGvsMPLPBYwH8rMNA
26,All Night,0.00251,0.563,0.775,0.0,0.326,-6.433,1,0.0366,144.945,4,0.458,59067,Australia,1yNyoWWWikbLhwIGWjZuDW
27,Chöre,0.22,0.773,0.623,0.0,0.389,-6.173,0,0.0377,129.962,4,0.714,58913,Australia,2nYpbaLykC2cjU8Yt5KF1v
28,Lot to Learn,0.0948,0.405,0.846,0.0,0.0666,-3.57,1,0.195,82.232,4,0.602,58407,Australia,3TRFq09DUgYj1mug6RRqJW
29,Now and Later,0.273,0.781,0.57,0.0,0.196,-5.874,0,0.188,107.059,4,0.858,57634,Australia,43jBqV3j3Xi1g6wO0bhIMd
30,Way down We Go,0.579,0.489,0.505,0.000333,0.104,-8.022,0,0.117,163.255,4,0.337,54203,Australia,0y1QJc3SJVPKJ1OvFmFqe6
31,"How Far I'll Go - From ""Moana""",0.157,0.314,0.555,0.000108,0.067,-9.601,1,0.37,179.666,4,0.159,53959,Australia,5hYTyyh2odQKphUbMqc5gN
32,Scars To Your Beautiful,0.0285,0.573,0.739,0.0,0.111,-5.74,1,0.129,97.085,4,0.451,52443,Australia,0prNGof3XqfTvNDxHonvdK
33,No Lie,0.0437,0.741,0.891,0.0,0.256,-2.824,1,0.119,102.002,4,0.449,52321,Australia,3cFsmM51N5zMAuu1nNY4Tw
34,Never Give Up,0.00497,0.568,0.936,0.0138,0.12,-2.961,0,0.053,91.009,4,0.605,50505,Australia,1ssmjAYSU5PbmsjLq5yrNH
35,Sunset Lover,0.729,0.783,0.467,0.809,0.109,-9.474,1,0.0503,90.838,4,0.236,48502,Australia,0hNduWmlWmEmuwEFcYvRu1
36,Starboy,0.165,0.681,0.594,3.49e-06,0.134,-7.028,1,0.282,186.054,4,0.535,48242,Australia,5aAx2yezTd8zXrkmtKl66Z
37,Don't Leave,0.222,0.657,0.703,0.0,0.256,-3.402,1,0.0753,122.381,4,0.338,46820,Australia,0Zx8khUcEfCFK2AEoIhC92
38,Bad Things (with Camila Cabello),0.214,0.697,0.691,0.0,0.185,-4.757,1,0.146,137.853,4,0.305,46812,Australia,1PSBzsahR2AKwLJgx8ehBj
39,I Feel It Coming,0.426,0.773,0.819,0.0,0.0679,-5.946,0,0.118,92.99,4,0.585,46227,Australia,5GXAXm5YOmYT0kL5jHvYBt
40,Ohne mein Team,0.16,0.766,0.8,1.6e-05,0.0744,-6.062,0,0.0938,129.999,4,0.635,44738,Australia,05Mp2UJulSttxQ4E6hQPH3
41,Dye My Hair,0.428,0.821,0.564,3.5e-06,0.0563,-5.448,1,0.088,115.465,4,0.635,42661,Australia,5NafFxaLg9Ep21oTHBw7Zq
42,My Way,0.093,0.818,0.913,3.69e-05,0.161,-3.06,0,0.0426,119.986,4,0.536,42594,Australia,1vvNmPOiUuyCbgWmtc6yfm
43,Chantaje (feat. Maluma),0.187,0.852,0.773,3.05e-05,0.159,-2.921,0,0.0776,102.034,4,0.907,42405,Australia,6mICuAdrwEjh6Y6lroV2Kg
44,Let Me Love You,0.0784,0.476,0.718,1.02e-05,0.122,-5.309,1,0.0576,199.864,4,0.142,42086,Australia,4pdPtRcBmOSQDlJ3Fk945m
45,In the Name of Love,0.0592,0.49,0.485,0.0,0.337,-6.237,0,0.0406,133.889,4,0.196,39608,Australia,04DwTuZ2VBdJCCC5TROn7L
46,Human,0.393,0.602,0.707,0.0,0.165,-4.097,1,0.302,75.087,4,0.554,39034,Australia,58zsLZPvfflaiIbNWoA22O
47,Jedermann,0.354,0.46,0.735,0.0,0.105,-6.2,1,0.134,174.887,4,0.511,38596,Australia,4rkEjyRMjc6rcj7WROZ9XK
48,Would I Lie to You - Radio Edit,0.00718,0.671,0.826,0.0,0.631,-5.766,0,0.309,123.986,4,0.774,38549,Australia,4PdJSsESm34djLfBde9Pr2
49,Mercy,0.137,0.469,0.68,0.0,0.11,-4.921,0,0.117,147.734,4,0.374,38005,Australia,4TZy1wLyHec06pwgFYDh1a
50,Skin,0.265,0.564,0.745,0.0,0.147,-7.733,1,0.31,170.661,4,0.351,32955,Australia,6y2Kaz9QI01XBKJ8mTb7Pf
51,Cold,0.139,0.703,0.715,0.0,0.0456,-6.285,0,0.114,99.924,4,0.497,32341,Australia,5NNlUMcOEOdoOIwwaWXv0k
52,Places,0.264,0.728,0.858,0.000761,0.158,-3.866,0,0.0457,122.01,4,0.638,31947,Australia,6O85MfGECKBqAK2MgSbCaj
53,I Would Like,0.0853,0.486,0.713,0.0,0.0839,-3.949,0,0.0524,121.028,4,0.297,30207,Australia,4Q4jmPHwu0wrJvqrld0FQ6
54,I Got You,0.0504,0.609,0.887,4.76e-06,0.09,-4.749,0,0.0507,97.99,4,0.316,30089,Australia,1FUViuNSldssMIawrOXF2i
55,Don't Wanna Know,0.338,0.783,0.623,0.0,0.0975,-6.126,1,0.08,100.048,4,0.447,29880,Australia,5MFzQMkrl1FOOng9tq6R9r
56,Starving,0.371,0.636,0.633,0.0,0.102,-4.23,1,0.126,99.721,4,0.512,28316,Australia,1qOLh0tI7trd1zdDKxYZTe
57,Eine ins Leben,0.145,0.735,0.85,0.0,0.119,-3.434,1,0.189,97.969,4,0.84,27848,Australia,1tdohH49HMAFjlp1QSo6j8
58,Heathens,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0,0.0286,90.024,4,0.548,27756,Australia,6i0V12jOa3mr6uu4WYhUBr
59,Bad and Boujee (feat. Lil Uzi Vert),0.061,0.927,0.665,0.0,0.123,-5.313,1,0.244,127.076,4,0.175,27335,Australia,4Km5HrUvYTaSUfiSGPJeQR
60,Romantic - NOTD Remix,0.218,0.746,0.631,0.0,0.222,-7.968,0,0.231,104.047,4,0.342,26362,Australia,3SGWp9fJCzgK0WcpcKSQdy
61,How Would You Feel (Paean),0.424,0.617,0.439,0.0,0.127,-5.63,1,0.0269,139.979,4,0.242,26326,Australia,6PJ8FF6UR8FZXfEvpHkIVN
62,Love Me Now,0.591,0.495,0.762,0.0,0.0763,-3.842,1,0.0862,123.893,4,0.708,25865,Australia,6nxQdXa1uAL0rY72wPZu89
63,Cocoon,0.0998,0.743,0.659,0.00028,0.0622,-6.755,1,0.0343,114.033,4,0.804,25772,Australia,0L87MffumRNWrY2SNUFcvs
64,iPhone 17 (feat. Moé),0.0127,0.622,0.628,0.0,0.0507,-8.285,0,0.117,92.839,4,0.541,25562,Australia,6rwCkGBh7CV6pcdxZKbcsG
65,One Dance,0.00784,0.791,0.619,0.00423,0.351,-5.886,1,0.0532,103.989,4,0.371,24988,Australia,1xznGGDReH1oQq0xzbwXa3
66,Love On The Brain,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0,0.0471,172.006,3,0.378,24964,Australia,2aksifNn5ph8igDOkPBA02
67,Baba,0.352,0.839,0.453,0.00101,0.0568,-5.982,1,0.0884,159.904,4,0.171,24909,Australia,3CUsYy61rwbmpi6bHDnuD4
68,Don't Let Me Down (feat. Daya),0.16,0.542,0.859,0.00466,0.137,-5.651,1,0.197,159.797,4,0.403,24368,Australia,0QsvXIfqM0zZoerQfsI9lm
69,Shooting Stars,0.0893,0.636,0.72,0.0178,0.0868,-6.195,1,0.0432,124.944,4,0.425,24353,Australia,0UeYCHOETPfai02uskjJ3x
70,Cazal,0.151,0.753,0.581,0.0,0.0973,-6.406,1,0.303,89.863,4,0.417,24340,Australia,0w6O1J8NjXRgD2uWOIBBqT
71,Cold Water (feat. Justin Bieber & MØ),0.0736,0.608,0.798,0.0,0.156,-5.092,0,0.0432,92.943,4,0.501,24221,Australia,6DNtNfH8hXkqOX1sjqmI7p
72,Fake Love,0.105,0.928,0.481,0.0,0.176,-9.35,0,0.287,134.007,4,0.613,24113,Australia,343YBumqHu19cGoGARUTsd
73,Water Under the Bridge,0.0189,0.596,0.838,1.54e-05,0.108,-6.52,0,0.0704,94.982,4,0.472,22905,Australia,4vb4mFvYsr2h6enhjJsq9Y
74,You Don't Know Me - Radio Edit,0.163,0.876,0.669,0.0,0.185,-6.054,0,0.138,124.007,4,0.682,22874,Australia,00lNx0OcTJrS3MKHcB80HY
75,Black Beatles,0.142,0.794,0.632,0.0,0.128,-6.163,1,0.0649,145.926,4,0.355,22460,Australia,6fujklziTHa8uoM5OQSfIo
76,Hey Baby (feat. Deb's Daughter),0.0154,0.658,0.88,0.0,0.235,-4.582,0,0.0845,90.018,4,0.831,22245,Australia,3oUZXcz9WLNO71yHAumFbH
77,Kokaina,0.0638,0.882,0.506,0.0,0.133,-10.104,1,0.274,132.897,4,0.537,21894,Australia,2KHbPYI22yWIOgWUsApYIS
78,September Song,0.0545,0.623,0.654,0.0,0.0838,-5.675,0,0.0372,95.921,4,0.401,21591,Australia,0FuTx2s3YH1ppmtiM6l0zI
79,Boyfriends,0.0242,0.782,0.692,0.0,0.0675,-5.345,1,0.0584,124.026,4,0.878,21551,Australia,2tUxTQSGGteM7HljpqWU6J
80,HandClap,0.00609,0.636,0.836,0.000157,0.0828,-3.004,1,0.0427,139.956,4,0.715,21395,Australia,7j56HrjR9cGzvekvZY3Faz
81,Heavy (feat. Kiiara),0.0484,0.59,0.671,0.0,0.0604,-6.098,1,0.0706,149.982,4,0.438,21352,Australia,104buTcnP2AsxqB7U1FIZ4
82,Faded,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,1,0.0306,90.011,4,0.166,21283,Australia,7gHs73wELdeycvS48JfIos
83,Oceans Away,0.13,0.617,0.642,0.157,0.0929,-8.624,1,0.0334,105.885,4,0.221,21006,Australia,6A8dnC0xkiuWN4BshmTB2I
84,The Ocean (feat. Shy Martin),0.0225,0.632,0.575,1.81e-06,0.104,-6.478,1,0.029,90.037,4,0.188,20961,Australia,2CPqh63wRVscbceKcPxwvv
85,24K Magic,0.034,0.818,0.803,0.0,0.153,-4.282,1,0.0797,106.97,4,0.632,20758,Australia,6b8Be6ljOzmkOmFslEb23P
86,Side To Side,0.0408,0.648,0.738,0.0,0.292,-5.883,0,0.247,159.145,4,0.603,20706,Australia,4pLwZjInHj3SimIyN9SnOz
87,Cake - Challenge Version,0.0729,0.786,0.854,1.63e-06,0.179,-4.247,1,0.0523,105.078,4,0.687,20616,Australia,6t2ubAB4iSYOuIpRAOGd4t
88,Bounce Back,0.106,0.78,0.575,0.0,0.129,-5.628,0,0.139,81.502,4,0.273,20377,Australia,0SGkqnVQo9KPytSri1H6cF
89,Palmen aus Plastik,0.0107,0.643,0.67,0.00162,0.292,-7.074,0,0.0538,104.906,4,0.321,19626,Australia,6wHRm1KR8pzVDPdmR6Qovj
90,All We Know,0.097,0.662,0.586,0.00272,0.115,-8.821,1,0.0307,90.0,4,0.296,19606,Australia,2rizacJSyD9S1IQUxUxnsK
91,Congratulations,0.215,0.63,0.804,0.0,0.253,-4.183,1,0.0363,123.146,4,0.492,19598,Australia,3a1lNhkSLSkpJE4MSHpDu9
92,Love on Me,0.105,0.562,0.906,0.0,0.145,-2.085,1,0.0758,124.146,4,0.674,18983,Australia,2MHCiOohBZEQuLgDTPvSzF
93,Treat You Better,0.123,0.624,0.803,0.0,0.114,-4.105,0,0.246,166.018,4,0.821,18621,Australia,4Hf7WnR761jpxPr5D46Bcd
94,Sprit n' Soda,0.137,0.893,0.591,0.0964,0.0419,-6.722,1,0.0571,120.063,4,0.667,18359,Australia,0mm1AciU27BzwHyMQ6oynW
95,iSpy (feat. Lil Yachty),0.378,0.746,0.653,0.0,0.229,-6.745,1,0.289,75.016,4,0.672,18263,Australia,2EEeOnHehOozLq4aS0n6SL
96,History,0.096,0.76,0.63,0.0,0.113,-6.752,1,0.0582,100.977,4,0.502,18229,Australia,0WCEaydwN65cvwaW8aqptF
97,That's What I Like,0.013,0.853,0.56,0.0,0.0944,-4.961,1,0.0406,134.066,4,0.86,18177,Australia,0KKkJNfGyhkQ5aFogxQAPU
98,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.461,0.409,0.413,0.0,0.0765,-6.722,1,0.0296,137.02,4,0.13,18100,Australia,5fc6rQgAKiLutfUYWQ6QnJ
99,Wenn sie tanzt,0.0516,0.646,0.714,0.0,0.146,-6.559,1,0.0387,117.036,4,0.349,18023,Australia,5yKfZwcuSoEkOemLJX6hEm
100,Lighthouse - Andrelli Remix,0.0178,0.595,0.662,0.0,0.0804,-6.858,0,0.0362,96.053,4,0.417,18023,Australia,04CttTezSnv71USiiG9mIo
101,The Mack,0.0707,0.707,0.883,0.0,0.23,-4.281,1,0.0602,106.031,4,0.541,17833,Australia,7aV2mflaASUmGhCErm7kBO
102,Wieso?,0.524,0.866,0.721,0.638,0.0998,-6.234,0,0.0604,119.954,4,0.736,17795,Australia,7mdlZsVJD6HcPuwS3k7e68
103,No Roots,0.263,0.864,0.656,0.00495,0.0712,-7.286,1,0.104,115.959,4,0.821,17708,Australia,4bPWDXpN6MlTZBedxega3X
104,Two Princes - Radio Mix,0.0139,0.747,0.803,5.48e-05,0.0668,-5.314,1,0.0345,118.019,4,0.814,17630,Australia,1iTKkkgXj8kJkGdjGGBFqL
105,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.255,0.502,0.786,0.0,0.65,-4.378,0,0.317,169.021,4,0.739,17594,Australia,4dASQiO1Eoo3RJvt74FtXB
106,I <3 Stress,0.227,0.755,0.687,0.0103,0.226,-6.737,1,0.0886,136.013,4,0.37,17499,Australia,6HVZCQH3pb61ppx5Fs7ID1
107,Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette,0.0232,0.83,0.765,0.0159,0.0754,-4.205,0,0.101,102.028,4,0.367,17467,Australia,3up1uPuvL5vkfJ6aOeSRtD
108,Erzähl Deinen Mädels Ich Bin Wieder In Der Stadt,0.299,0.8,0.608,0.00203,0.0372,-8.79,1,0.123,109.015,4,0.626,17337,Australia,52RSmC7Hc3L01jPSo2IUMg
109,Not Going Home (feat. Gia Koka),0.0933,0.713,0.733,2.23e-05,0.237,-6.431,1,0.152,108.992,4,0.502,16895,Australia,042x9bsUBWW2fJgJ6fUh61
110,Miss You,0.104,0.88,0.605,0.00488,0.106,-7.639,0,0.0531,120.017,4,0.626,16855,Australia,7of1slAJIWrXxP8ikAHxje
111,Der Kommissar,0.0757,0.928,0.704,3.02e-06,0.0571,-6.848,1,0.0384,118.251,4,0.963,16796,Australia,1JMbkocM2ki8iLehOSgAho
112,Final Song,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0,0.0345,104.988,4,0.245,16700,Australia,4qqArAiTPueDxIp7cf87h7
113,SUPERFUNKYPARTYTIME,0.0263,0.758,0.738,0.000348,0.156,-4.756,1,0.0842,119.912,4,0.375,16659,Australia,33TXYsV7mJ8hze9JMthRjh
114,Whispering Still (feat. Charity Children) - Little Rose Remix,0.241,0.702,0.67,1.15e-05,0.202,-7.288,0,0.111,118.987,4,0.51,16609,Australia,3D3Tkk0d9UmECpH5Fprmuv
115,Stressed Out,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0,0.141,169.977,4,0.648,16546,Australia,3CRDbSIZ4r5MsZ0YwxuEkn
116,Touch,0.032,0.607,0.718,0.0,0.403,-4.095,1,0.0978,101.821,4,0.551,16478,Australia,5Ua3GXyHwiSfpNTMjq6m2z
117,Ride,0.00835,0.645,0.713,0.0,0.113,-5.355,1,0.0393,74.989,4,0.566,16405,Australia,2Z8WuEywRWYTKe1NybPQEW
118,Diamanten,0.158,0.468,0.834,0.0,0.282,-5.898,0,0.391,86.8,4,0.553,16309,Australia,0RE7AgMKdpcvRkK7EhNoBs
119,It's Gotta Be You,0.221,0.422,0.745,0.0,0.0981,-4.632,1,0.0378,95.487,4,0.588,16271,Australia,6cAKeFFYW2aClZSUyvqAEW
120,Your Soul (Holding On),0.0113,0.532,0.746,1.23e-06,0.181,-5.825,1,0.0382,116.119,4,0.265,16198,Australia,4nxvRweTK5ZZhbH3G7PuEn
121,By Your Side,0.0778,0.696,0.743,0.0,0.0581,-3.838,1,0.0331,122.978,4,0.644,15951,Australia,1D3ODoXHBLpdxolZRHWV1j
122,Dynamite (feat. Pretty Sister),0.0548,0.811,0.801,2.09e-05,0.0742,-6.0,0,0.0802,105.055,4,0.693,15866,Australia,2Ae5awwKvQpTBKQHr1TYCg
123,Light,0.0857,0.57,0.763,2.49e-06,0.0932,-4.137,1,0.0573,150.088,4,0.43,15778,Australia,7zTx8ePYAmPFQuxP3xlXZn
124,An ihnen vorbei,0.46,0.675,0.57,0.000945,0.0881,-8.199,0,0.392,192.127,4,0.588,15752,Australia,7istTRCq9OK5cEC8sPAc50
125,Investment 7,0.795,0.513,0.508,0.0298,0.108,-8.674,1,0.146,109.858,4,0.548,15740,Australia,5yUrHLEmImCPZ4VssugixY
126,Capsize,0.0398,0.683,0.708,0.155,0.686,-6.244,0,0.0305,92.991,4,0.355,15488,Australia,2XMTqoHHSH0lvuXrvIEdco
127,Photograph,0.607,0.614,0.379,0.000464,0.0986,-10.48,1,0.0476,107.989,4,0.201,15487,Australia,6fxVffaTuwjgEk5h9QyRjy
128,Fresh Eyes,0.562,0.822,0.544,2.4e-05,0.144,-6.797,1,0.0332,122.047,4,0.861,15432,Australia,4nMlau89VAjmV7agkl7OY3
129,Out Of The Dark - Remastered 2012,0.0569,0.719,0.846,0.206,0.152,-7.137,0,0.0888,140.261,4,0.702,15101,Australia,0zm8GcLGBJIJqU135R4stt
130,sneakers4free,0.391,0.747,0.501,0.000499,0.0808,-6.884,1,0.102,95.031,4,0.522,15094,Australia,4InQneGYeB0SymC35qFsJD
131,Cheap Thrills,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0,0.105,89.976,4,0.732,15049,Australia,27SdWb2rFzO6GWiYDBTD9j
132,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0123,0.667,0.83,0.0,0.191,-5.715,1,0.0749,113.03,4,0.701,15000,Australia,6JV2JOEocMgcZxYSZelKcc
133,Jeanny,0.514,0.637,0.745,0.0,0.345,-7.111,0,0.0518,105.919,4,0.519,14960,Australia,5MvNv9iRYd0dr5gTMeqAWM
134,Bonfire,0.064,0.771,0.785,1.27e-05,0.085,-3.915,0,0.0832,111.065,4,0.334,14753,Australia,5hz9DEkahyWoTs3rxJOTtw
135,Break My Habits,0.017,0.603,0.694,0.0,0.0911,-6.472,0,0.055,145.167,4,0.588,14736,Australia,5DunkTHxwszBIlEdBeyU6q
136,Make Me (Cry),0.592,0.588,0.471,0.00146,0.0733,-7.287,1,0.0577,152.881,4,0.209,14663,Australia,2BrzlUj1u1CtvaJDGIKpsP
137,T-Shirt,0.242,0.865,0.687,0.0,0.158,-3.744,0,0.217,139.023,4,0.486,14627,Australia,7KOlJ92bu51cltsD9KU5I7
138,Sex,0.00451,0.51,0.692,0.0,0.138,-5.825,1,0.171,102.42,4,0.209,14586,Australia,5DA77EqppDmCTWGovd4oTP
139,Alarm,0.0812,0.756,0.589,0.0,0.176,-5.093,1,0.232,146.928,4,0.811,14515,Australia,0OwX5aROoW1Iip8FV51Efg
140,Dancing On My Own,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,1,0.0332,112.175,4,0.193,14500,Australia,02WacdrRpm4zlP8H7X6bnQ
141,"Lose Yourself - From ""8 Mile"" Soundtrack",0.00868,0.692,0.744,0.000423,0.359,-4.565,1,0.257,171.374,4,0.0612,14380,Australia,5Z01UMMf7V1o0MzF86s6WJ
142,Sweetlove,0.861,0.635,0.185,0.000247,0.114,-6.589,1,0.0389,119.645,4,0.326,14367,Australia,0dPQeNbDOYCUlrEbJlxytV
143,Carpe/Diem,0.903,0.508,0.253,0.971,0.0791,-18.492,0,0.0674,122.33,4,0.378,14353,Australia,0KkLInq8FnXRBKHEv91Xrz
144,This Girl (Kungs Vs. Cookin' On 3 Burners),0.08,0.793,0.729,3.1e-05,0.317,-4.77,0,0.0394,121.972,4,0.488,14335,Australia,0tICYNayWWhH9GPeFrfjfD
145,Babylon,0.0728,0.907,0.547,0.0644,0.0967,-8.629,0,0.0587,115.021,4,0.781,14164,Australia,15iLdoYlEqbJn9am1b6GLn
146,Sing Me to Sleep,0.0125,0.491,0.607,1.52e-06,0.289,-6.333,0,0.0668,176.112,4,0.166,14018,Australia,2Fjz5ZC5BvFdCqcnTZ3ilH
147,'Till I Collapse,0.0748,0.551,0.851,0.0,0.0784,-3.277,1,0.197,171.411,4,0.1,13917,Australia,6yr8GiTHWvFfi4o6Q5ebdT
148,The Sound of Silence,0.468,0.322,0.28,1.1e-06,0.102,-9.367,0,0.0281,85.794,4,0.175,13796,Australia,0eZBeB2xFIS65jQHerispi
149,Savage (feat. Flux Pavilion & MAX),0.151,0.679,0.662,0.0,0.376,-5.861,1,0.0773,90.054,4,0.365,13776,Australia,1Rl40PsX4mh9xVOeGHq86B
150,Holz,0.0274,0.88,0.666,0.0,0.0585,-7.668,0,0.237,87.981,4,0.911,13762,Australia,7eINNUMHd6YAPldsUlCz9q
151,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.145,0.468,0.515,0.0,0.132,-6.578,1,0.0665,86.21,4,0.187,13703,Australia,4nDfc6F2uVcc6wdG7kBzWO
152,The Other,0.421,0.38,0.553,2.63e-06,0.0788,-6.621,1,0.0653,179.629,4,0.384,13583,Australia,1lntL1cI2UIWlxjL5QiN8g
153,Love,0.455,0.322,0.352,0.00333,0.11,-10.986,1,0.0309,70.429,3,0.266,13517,Australia,0n2bvWvMwr0gbjcuTm92eW
154,Palmen aus Gold,0.149,0.733,0.727,0.00201,0.554,-5.77,0,0.127,96.017,4,0.211,13500,Australia,0t4v7Q4yzb9SOQohayL33W
155,I Was Wrong - Robin Schulz Remix,0.373,0.654,0.761,0.00711,0.0956,-7.094,1,0.049,117.99,4,0.546,13464,Australia,3TZ3MiMILR5wrQbbWiFUwI
156,Panda,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0,0.449,144.833,4,0.236,13309,Australia,5OOkp4U9P9oL23maHFHL1h
157,Thinking out Loud,0.474,0.781,0.445,0.0,0.184,-6.061,1,0.0295,78.998,4,0.591,13268,Australia,1Slwb6dOYkBlWal1PGtnNg
158,Maschin,0.0129,0.595,0.585,4.3e-06,0.548,-4.686,1,0.0473,180.011,4,0.668,13040,Australia,2Lg1njXKvhgv72U9QkrwXi
159,Love Me,0.539,0.616,0.769,0.000171,0.358,-1.862,1,0.0371,83.511,4,0.478,12989,Australia,1kFJTEnAvJ70S5mXplUAFR
160,The Greatest (feat. Kendrick Lamar),0.0102,0.668,0.725,0.000479,0.0561,-6.127,1,0.266,191.944,4,0.729,12917,Australia,7xHWNBFm6ObGEQPaUxHuKO
161,Junge Roemer,0.0969,0.744,0.888,0.000169,0.0579,-6.113,0,0.0648,112.299,4,0.911,12872,Australia,39HmSC4bjT3qDskIIGhbV4
162,Let Me Hold You (Turn Me On),0.101,0.68,0.774,0.0,0.113,-3.136,0,0.0697,102.949,4,0.331,12855,Australia,0lmdsH1MIoLsMymnNpd6HU
