,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
27,Say You Won't Let Go,0.695,0.358,0.557,0.0,0.0902,-7.398,1,0.059,85.043,4,0.494,57451,Australia,5uCax9HTNlzGybIStD3vDh
28,Way down We Go,0.579,0.489,0.505,0.000333,0.104,-8.022,0,0.117,163.255,4,0.337,55447,Australia,0y1QJc3SJVPKJ1OvFmFqe6
29,Lot to Learn,0.0948,0.405,0.846,0.0,0.0666,-3.57,1,0.195,82.232,4,0.602,54435,Australia,3TRFq09DUgYj1mug6RRqJW
30,Chöre,0.22,0.773,0.623,0.0,0.389,-6.173,0,0.0377,129.962,4,0.714,54425,Australia,2nYpbaLykC2cjU8Yt5KF1v
31,Now and Later,0.273,0.781,0.57,0.0,0.196,-5.874,0,0.188,107.059,4,0.858,53845,Australia,43jBqV3j3Xi1g6wO0bhIMd
32,Hear Me Now,0.537,0.788,0.43,0.00261,0.0936,-7.757,1,0.0419,121.996,4,0.461,53788,Australia,1a5Yu5L18qNxVhXx38njON
33,Skin,0.265,0.564,0.745,0.0,0.147,-7.733,1,0.31,170.661,4,0.351,51785,Australia,6y2Kaz9QI01XBKJ8mTb7Pf
34,Cold,0.139,0.703,0.715,0.0,0.0456,-6.285,0,0.114,99.924,4,0.497,51137,Australia,5NNlUMcOEOdoOIwwaWXv0k
35,"How Far I'll Go - From ""Moana""",0.157,0.314,0.555,0.000108,0.067,-9.601,1,0.37,179.666,4,0.159,50088,Australia,5hYTyyh2odQKphUbMqc5gN
36,Never Give Up,0.00497,0.568,0.936,0.0138,0.12,-2.961,0,0.053,91.009,4,0.605,49721,Australia,1ssmjAYSU5PbmsjLq5yrNH
37,Scars To Your Beautiful,0.0285,0.573,0.739,0.0,0.111,-5.74,1,0.129,97.085,4,0.451,49563,Australia,0prNGof3XqfTvNDxHonvdK
38,No Lie,0.0437,0.741,0.891,0.0,0.256,-2.824,1,0.119,102.002,4,0.449,49341,Australia,3cFsmM51N5zMAuu1nNY4Tw
39,Don't Leave,0.222,0.657,0.703,0.0,0.256,-3.402,1,0.0753,122.381,4,0.338,48455,Australia,0Zx8khUcEfCFK2AEoIhC92
40,I Feel It Coming,0.426,0.773,0.819,0.0,0.0679,-5.946,0,0.118,92.99,4,0.585,46439,Australia,5GXAXm5YOmYT0kL5jHvYBt
41,Sunset Lover,0.729,0.783,0.467,0.809,0.109,-9.474,1,0.0503,90.838,4,0.236,46110,Australia,0hNduWmlWmEmuwEFcYvRu1
42,Starboy,0.165,0.681,0.594,3.49e-06,0.134,-7.028,1,0.282,186.054,4,0.535,45040,Australia,5aAx2yezTd8zXrkmtKl66Z
43,Shooting Stars,0.0893,0.636,0.72,0.0178,0.0868,-6.195,1,0.0432,124.944,4,0.425,43702,Australia,0UeYCHOETPfai02uskjJ3x
44,You Don't Know Me - Radio Edit,0.163,0.876,0.669,0.0,0.185,-6.054,0,0.138,124.007,4,0.682,43509,Australia,00lNx0OcTJrS3MKHcB80HY
45,Ohne mein Team,0.16,0.766,0.8,1.6e-05,0.0744,-6.062,0,0.0938,129.999,4,0.635,42902,Australia,05Mp2UJulSttxQ4E6hQPH3
46,Bad Things (with Camila Cabello),0.214,0.697,0.691,0.0,0.185,-4.757,1,0.146,137.853,4,0.305,41825,Australia,1PSBzsahR2AKwLJgx8ehBj
47,Chantaje (feat. Maluma),0.187,0.852,0.773,3.05e-05,0.159,-2.921,0,0.0776,102.034,4,0.907,40697,Australia,6mICuAdrwEjh6Y6lroV2Kg
48,Slide (feat. Frank Ocean & Migos),0.498,0.736,0.795,1.21e-06,0.254,-3.299,0,0.0545,104.066,4,0.511,39392,Australia,7tr2za8SQg2CI8EDgrdtNl
49,Let Me Love You,0.0784,0.476,0.718,1.02e-05,0.122,-5.309,1,0.0576,199.864,4,0.142,38804,Australia,4pdPtRcBmOSQDlJ3Fk945m
50,In the Name of Love,0.0592,0.49,0.485,0.0,0.337,-6.237,0,0.0406,133.889,4,0.196,35520,Australia,04DwTuZ2VBdJCCC5TROn7L
51,Places,0.264,0.728,0.858,0.000761,0.158,-3.866,0,0.0457,122.01,4,0.638,32430,Australia,6O85MfGECKBqAK2MgSbCaj
52,My Way,0.093,0.818,0.913,3.69e-05,0.161,-3.06,0,0.0426,119.986,4,0.536,32081,Australia,1vvNmPOiUuyCbgWmtc6yfm
53,Human,0.393,0.602,0.707,0.0,0.165,-4.097,1,0.302,75.087,4,0.554,31590,Australia,58zsLZPvfflaiIbNWoA22O
54,I Got You,0.0504,0.609,0.887,4.76e-06,0.09,-4.749,0,0.0507,97.99,4,0.316,29992,Australia,1FUViuNSldssMIawrOXF2i
55,Dye My Hair,0.428,0.821,0.564,3.5e-06,0.0563,-5.448,1,0.088,115.465,4,0.635,28975,Australia,5NafFxaLg9Ep21oTHBw7Zq
56,Jedermann,0.354,0.46,0.735,0.0,0.105,-6.2,1,0.134,174.887,4,0.511,28952,Australia,4rkEjyRMjc6rcj7WROZ9XK
57,Would I Lie to You - Radio Edit,0.00718,0.671,0.826,0.0,0.631,-5.766,0,0.309,123.986,4,0.774,28669,Australia,4PdJSsESm34djLfBde9Pr2
58,Eine ins Leben,0.145,0.735,0.85,0.0,0.119,-3.434,1,0.189,97.969,4,0.84,28235,Australia,1tdohH49HMAFjlp1QSo6j8
59,Bad and Boujee (feat. Lil Uzi Vert),0.061,0.927,0.665,0.0,0.123,-5.313,1,0.244,127.076,4,0.175,27798,Australia,4Km5HrUvYTaSUfiSGPJeQR
60,Love,0.455,0.322,0.352,0.00333,0.11,-10.986,1,0.0309,70.429,3,0.266,27623,Australia,0n2bvWvMwr0gbjcuTm92eW
61,Love On The Brain,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0,0.0471,172.006,3,0.378,27561,Australia,2aksifNn5ph8igDOkPBA02
62,Cocoon,0.0998,0.743,0.659,0.00028,0.0622,-6.755,1,0.0343,114.033,4,0.804,25470,Australia,0L87MffumRNWrY2SNUFcvs
63,Starving,0.371,0.636,0.633,0.0,0.102,-4.23,1,0.126,99.721,4,0.512,24772,Australia,1qOLh0tI7trd1zdDKxYZTe
64,September Song,0.0545,0.623,0.654,0.0,0.0838,-5.675,0,0.0372,95.921,4,0.401,24636,Australia,0FuTx2s3YH1ppmtiM6l0zI
65,iSpy (feat. Lil Yachty),0.378,0.746,0.653,0.0,0.229,-6.745,1,0.289,75.016,4,0.672,24529,Australia,2EEeOnHehOozLq4aS0n6SL
66,Romantic - NOTD Remix,0.218,0.746,0.631,0.0,0.222,-7.968,0,0.231,104.047,4,0.342,24354,Australia,3SGWp9fJCzgK0WcpcKSQdy
67,I Would Like,0.0853,0.486,0.713,0.0,0.0839,-3.949,0,0.0524,121.028,4,0.297,24322,Australia,4Q4jmPHwu0wrJvqrld0FQ6
68,Heathens,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0,0.0286,90.024,4,0.548,24097,Australia,6i0V12jOa3mr6uu4WYhUBr
69,HandClap,0.00609,0.636,0.836,0.000157,0.0828,-3.004,1,0.0427,139.956,4,0.715,23976,Australia,7j56HrjR9cGzvekvZY3Faz
70,One Dance,0.00784,0.791,0.619,0.00423,0.351,-5.886,1,0.0532,103.989,4,0.371,23746,Australia,1xznGGDReH1oQq0xzbwXa3
71,Don't Wanna Know,0.338,0.783,0.623,0.0,0.0975,-6.126,1,0.08,100.048,4,0.447,23600,Australia,5MFzQMkrl1FOOng9tq6R9r
72,iPhone 17 (feat. Moé),0.0127,0.622,0.628,0.0,0.0507,-8.285,0,0.117,92.839,4,0.541,23515,Australia,6rwCkGBh7CV6pcdxZKbcsG
73,Cold Water (feat. Justin Bieber & MØ),0.0736,0.608,0.798,0.0,0.156,-5.092,0,0.0432,92.943,4,0.501,23227,Australia,6DNtNfH8hXkqOX1sjqmI7p
74,Congratulations,0.215,0.63,0.804,0.0,0.253,-4.183,1,0.0363,123.146,4,0.492,22867,Australia,3a1lNhkSLSkpJE4MSHpDu9
75,Oceans Away,0.13,0.617,0.642,0.157,0.0929,-8.624,1,0.0334,105.885,4,0.221,22828,Australia,6A8dnC0xkiuWN4BshmTB2I
76,Boyfriends,0.0242,0.782,0.692,0.0,0.0675,-5.345,1,0.0584,124.026,4,0.878,22229,Australia,2tUxTQSGGteM7HljpqWU6J
77,Mercy,0.137,0.469,0.68,0.0,0.11,-4.921,0,0.117,147.734,4,0.374,22122,Australia,4TZy1wLyHec06pwgFYDh1a
78,Fake Love,0.105,0.928,0.481,0.0,0.176,-9.35,0,0.287,134.007,4,0.613,21993,Australia,343YBumqHu19cGoGARUTsd
79,Don't Let Me Down (feat. Daya),0.16,0.542,0.859,0.00466,0.137,-5.651,1,0.197,159.797,4,0.403,21940,Australia,0QsvXIfqM0zZoerQfsI9lm
80,That's What I Like,0.013,0.853,0.56,0.0,0.0944,-4.961,1,0.0406,134.066,4,0.86,21620,Australia,0KKkJNfGyhkQ5aFogxQAPU
81,Diamanten,0.158,0.468,0.834,0.0,0.282,-5.898,0,0.391,86.8,4,0.553,20837,Australia,0RE7AgMKdpcvRkK7EhNoBs
82,Kokaina,0.0638,0.882,0.506,0.0,0.133,-10.104,1,0.274,132.897,4,0.537,20697,Australia,2KHbPYI22yWIOgWUsApYIS
83,Cake - Challenge Version,0.0729,0.786,0.854,1.63e-06,0.179,-4.247,1,0.0523,105.078,4,0.687,20652,Australia,6t2ubAB4iSYOuIpRAOGd4t
84,Baba,0.352,0.839,0.453,0.00101,0.0568,-5.982,1,0.0884,159.904,4,0.171,20484,Australia,3CUsYy61rwbmpi6bHDnuD4
85,Hey Baby (feat. Deb's Daughter),0.0154,0.658,0.88,0.0,0.235,-4.582,0,0.0845,90.018,4,0.831,20402,Australia,3oUZXcz9WLNO71yHAumFbH
86,Water Under the Bridge,0.0189,0.596,0.838,1.54e-05,0.108,-6.52,0,0.0704,94.982,4,0.472,20188,Australia,4vb4mFvYsr2h6enhjJsq9Y
87,The Ocean (feat. Shy Martin),0.0225,0.632,0.575,1.81e-06,0.104,-6.478,1,0.029,90.037,4,0.188,20177,Australia,2CPqh63wRVscbceKcPxwvv
88,Faded,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,1,0.0306,90.011,4,0.166,19989,Australia,7gHs73wELdeycvS48JfIos
89,Love Me Now,0.591,0.495,0.762,0.0,0.0763,-3.842,1,0.0862,123.893,4,0.708,19932,Australia,6nxQdXa1uAL0rY72wPZu89
90,24K Magic,0.034,0.818,0.803,0.0,0.153,-4.282,1,0.0797,106.97,4,0.632,19796,Australia,6b8Be6ljOzmkOmFslEb23P
91,Bounce Back,0.106,0.78,0.575,0.0,0.129,-5.628,0,0.139,81.502,4,0.273,19660,Australia,0SGkqnVQo9KPytSri1H6cF
92,Cazal,0.151,0.753,0.581,0.0,0.0973,-6.406,1,0.303,89.863,4,0.417,19594,Australia,0w6O1J8NjXRgD2uWOIBBqT
93,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.461,0.409,0.413,0.0,0.0765,-6.722,1,0.0296,137.02,4,0.13,19382,Australia,5fc6rQgAKiLutfUYWQ6QnJ
94,Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette,0.0232,0.83,0.765,0.0159,0.0754,-4.205,0,0.101,102.028,4,0.367,19224,Australia,3up1uPuvL5vkfJ6aOeSRtD
95,Two Princes - Radio Mix,0.0139,0.747,0.803,5.48e-05,0.0668,-5.314,1,0.0345,118.019,4,0.814,19120,Australia,1iTKkkgXj8kJkGdjGGBFqL
96,Palmen aus Plastik,0.0107,0.643,0.67,0.00162,0.292,-7.074,0,0.0538,104.906,4,0.321,19055,Australia,6wHRm1KR8pzVDPdmR6Qovj
97,No Roots,0.263,0.864,0.656,0.00495,0.0712,-7.286,1,0.104,115.959,4,0.821,18972,Australia,4bPWDXpN6MlTZBedxega3X
98,History,0.096,0.76,0.63,0.0,0.113,-6.752,1,0.0582,100.977,4,0.502,18812,Australia,0WCEaydwN65cvwaW8aqptF
99,Wenn sie tanzt,0.0516,0.646,0.714,0.0,0.146,-6.559,1,0.0387,117.036,4,0.349,18793,Australia,5yKfZwcuSoEkOemLJX6hEm
100,Love on Me,0.105,0.562,0.906,0.0,0.145,-2.085,1,0.0758,124.146,4,0.674,18696,Australia,2MHCiOohBZEQuLgDTPvSzF
101,Side To Side,0.0408,0.648,0.738,0.0,0.292,-5.883,0,0.247,159.145,4,0.603,18334,Australia,4pLwZjInHj3SimIyN9SnOz
102,Whispering Still (feat. Charity Children) - Little Rose Remix,0.241,0.702,0.67,1.15e-05,0.202,-7.288,0,0.111,118.987,4,0.51,18136,Australia,3D3Tkk0d9UmECpH5Fprmuv
103,Miss You,0.104,0.88,0.605,0.00488,0.106,-7.639,0,0.0531,120.017,4,0.626,18040,Australia,7of1slAJIWrXxP8ikAHxje
104,How Would You Feel (Paean),0.424,0.617,0.439,0.0,0.127,-5.63,1,0.0269,139.979,4,0.242,17705,Australia,6PJ8FF6UR8FZXfEvpHkIVN
105,Wieso?,0.524,0.866,0.721,0.638,0.0998,-6.234,0,0.0604,119.954,4,0.736,17480,Australia,7mdlZsVJD6HcPuwS3k7e68
106,All We Know,0.097,0.662,0.586,0.00272,0.115,-8.821,1,0.0307,90.0,4,0.296,17292,Australia,2rizacJSyD9S1IQUxUxnsK
107,Treat You Better,0.123,0.624,0.803,0.0,0.114,-4.105,0,0.246,166.018,4,0.821,17103,Australia,4Hf7WnR761jpxPr5D46Bcd
108,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.255,0.502,0.786,0.0,0.65,-4.378,0,0.317,169.021,4,0.739,16906,Australia,4dASQiO1Eoo3RJvt74FtXB
109,Black Beatles,0.142,0.794,0.632,0.0,0.128,-6.163,1,0.0649,145.926,4,0.355,16819,Australia,6fujklziTHa8uoM5OQSfIo
110,Your Soul (Holding On),0.0113,0.532,0.746,1.23e-06,0.181,-5.825,1,0.0382,116.119,4,0.265,16819,Australia,4nxvRweTK5ZZhbH3G7PuEn
111,Touch,0.032,0.607,0.718,0.0,0.403,-4.095,1,0.0978,101.821,4,0.551,16427,Australia,5Ua3GXyHwiSfpNTMjq6m2z
112,Dynamite (feat. Pretty Sister),0.0548,0.811,0.801,2.09e-05,0.0742,-6.0,0,0.0802,105.055,4,0.693,16391,Australia,2Ae5awwKvQpTBKQHr1TYCg
113,The Mack,0.0707,0.707,0.883,0.0,0.23,-4.281,1,0.0602,106.031,4,0.541,16215,Australia,7aV2mflaASUmGhCErm7kBO
114,It's Gotta Be You,0.221,0.422,0.745,0.0,0.0981,-4.632,1,0.0378,95.487,4,0.588,15927,Australia,6cAKeFFYW2aClZSUyvqAEW
115,Stressed Out,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0,0.141,169.977,4,0.648,15777,Australia,3CRDbSIZ4r5MsZ0YwxuEkn
116,Not Going Home (feat. Gia Koka),0.0933,0.713,0.733,2.23e-05,0.237,-6.431,1,0.152,108.992,4,0.502,15660,Australia,042x9bsUBWW2fJgJ6fUh61
117,Heavy (feat. Kiiara),0.0484,0.59,0.671,0.0,0.0604,-6.098,1,0.0706,149.982,4,0.438,15455,Australia,104buTcnP2AsxqB7U1FIZ4
118,Ride,0.00835,0.645,0.713,0.0,0.113,-5.355,1,0.0393,74.989,4,0.566,15324,Australia,2Z8WuEywRWYTKe1NybPQEW
119,Capsize,0.0398,0.683,0.708,0.155,0.686,-6.244,0,0.0305,92.991,4,0.355,15296,Australia,2XMTqoHHSH0lvuXrvIEdco
120,An ihnen vorbei,0.46,0.675,0.57,0.000945,0.0881,-8.199,0,0.392,192.127,4,0.588,15192,Australia,7istTRCq9OK5cEC8sPAc50
121,Break My Habits,0.017,0.603,0.694,0.0,0.0911,-6.472,0,0.055,145.167,4,0.588,15099,Australia,5DunkTHxwszBIlEdBeyU6q
122,Final Song,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0,0.0345,104.988,4,0.245,15089,Australia,4qqArAiTPueDxIp7cf87h7
123,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0123,0.667,0.83,0.0,0.191,-5.715,1,0.0749,113.03,4,0.701,15083,Australia,6JV2JOEocMgcZxYSZelKcc
124,Photograph,0.607,0.614,0.379,0.000464,0.0986,-10.48,1,0.0476,107.989,4,0.201,15057,Australia,6fxVffaTuwjgEk5h9QyRjy
125,Cheap Thrills,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0,0.105,89.976,4,0.732,14815,Australia,27SdWb2rFzO6GWiYDBTD9j
126,Mask Off,0.0102,0.833,0.434,0.0219,0.165,-8.795,1,0.431,150.062,4,0.281,14656,Australia,3rOSwuTsUlJp0Pu0MkN8r8
127,Alarm,0.0812,0.756,0.589,0.0,0.176,-5.093,1,0.232,146.928,4,0.811,14594,Australia,0OwX5aROoW1Iip8FV51Efg
128,Savage (feat. Flux Pavilion & MAX),0.151,0.679,0.662,0.0,0.376,-5.861,1,0.0773,90.054,4,0.365,14459,Australia,1Rl40PsX4mh9xVOeGHq86B
129,By Your Side,0.0778,0.696,0.743,0.0,0.0581,-3.838,1,0.0331,122.978,4,0.644,14311,Australia,1D3ODoXHBLpdxolZRHWV1j
130,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.075,0.696,0.817,0.0,0.187,-3.862,1,0.109,98.064,4,0.782,14279,Australia,6kex4EBAj0WHXDKZMEJaaF
131,The Other,0.421,0.38,0.553,2.63e-06,0.0788,-6.621,1,0.0653,179.629,4,0.384,14238,Australia,1lntL1cI2UIWlxjL5QiN8g
132,"Lose Yourself - From ""8 Mile"" Soundtrack",0.00868,0.692,0.744,0.000423,0.359,-4.565,1,0.257,171.374,4,0.0612,14135,Australia,5Z01UMMf7V1o0MzF86s6WJ
133,Sex,0.00451,0.51,0.692,0.0,0.138,-5.825,1,0.171,102.42,4,0.209,13936,Australia,5DA77EqppDmCTWGovd4oTP
134,Fresh Eyes,0.562,0.822,0.544,2.4e-05,0.144,-6.797,1,0.0332,122.047,4,0.861,13818,Australia,4nMlau89VAjmV7agkl7OY3
135,This Girl (Kungs Vs. Cookin' On 3 Burners),0.08,0.793,0.729,3.1e-05,0.317,-4.77,0,0.0394,121.972,4,0.488,13789,Australia,0tICYNayWWhH9GPeFrfjfD
136,'Till I Collapse,0.0748,0.551,0.851,0.0,0.0784,-3.277,1,0.197,171.411,4,0.1,13728,Australia,6yr8GiTHWvFfi4o6Q5ebdT
137,Hulapalu,0.5,0.705,0.68,0.0,0.617,-4.674,1,0.0491,124.981,4,0.679,13597,Australia,7zja6rwquGA6vzLolzKrda
138,Dancing On My Own,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,1,0.0332,112.175,4,0.193,13582,Australia,02WacdrRpm4zlP8H7X6bnQ
139,Bonfire,0.064,0.771,0.785,1.27e-05,0.085,-3.915,0,0.0832,111.065,4,0.334,13577,Australia,5hz9DEkahyWoTs3rxJOTtw
140,The Sound of Silence,0.468,0.322,0.28,1.1e-06,0.102,-9.367,0,0.0281,85.794,4,0.175,13330,Australia,0eZBeB2xFIS65jQHerispi
141,Maschin,0.0129,0.595,0.585,4.3e-06,0.548,-4.686,1,0.0473,180.011,4,0.668,13323,Australia,2Lg1njXKvhgv72U9QkrwXi
142,Don't Kill My Vibe,0.222,0.543,0.783,7.5e-05,0.244,-4.834,1,0.117,150.0,4,0.294,13280,Australia,4WdCxlUyj3TCTBaJx5s9tF
143,Minimum,0.729,0.492,0.841,0.00027,0.101,-9.181,0,0.0904,177.869,4,0.313,13152,Australia,1nTgtGpUoKpA97ZbgZPiZR
144,Panda,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0,0.449,144.833,4,0.236,13133,Australia,5OOkp4U9P9oL23maHFHL1h
145,Lighthouse - Andrelli Remix,0.0178,0.595,0.662,0.0,0.0804,-6.858,0,0.0362,96.053,4,0.417,13074,Australia,04CttTezSnv71USiiG9mIo
146,Work from Home (feat. Ty Dolla $ign),0.103,0.803,0.585,3.94e-06,0.0644,-5.861,1,0.0432,105.017,4,0.593,12970,Australia,4tCtwWceOPWzenK2HAIJSb
147,Sprit n' Soda,0.137,0.893,0.591,0.0964,0.0419,-6.722,1,0.0571,120.063,4,0.667,12951,Australia,0mm1AciU27BzwHyMQ6oynW
148,Holz,0.0274,0.88,0.666,0.0,0.0585,-7.668,0,0.237,87.981,4,0.911,12821,Australia,7eINNUMHd6YAPldsUlCz9q
149,Love$ick,0.126,0.665,0.771,0.00449,0.27,-5.124,0,0.14,88.835,4,0.732,12801,Australia,5v9N8Rx3QsFvr50cxyQcA3
150,Make Me (Cry),0.592,0.588,0.471,0.00146,0.0733,-7.287,1,0.0577,152.881,4,0.209,12748,Australia,2BrzlUj1u1CtvaJDGIKpsP
151,Selfish (feat. Rihanna),0.0303,0.415,0.369,7.64e-06,0.383,-10.044,1,0.0741,95.746,4,0.0913,12744,Australia,2Ce5IyMlVRVvN997ZJjJJA
152,Love Me,0.539,0.616,0.769,0.000171,0.358,-1.862,1,0.0371,83.511,4,0.478,12728,Australia,1kFJTEnAvJ70S5mXplUAFR
153,Palmen aus Gold,0.149,0.733,0.727,0.00201,0.554,-5.77,0,0.127,96.017,4,0.211,12693,Australia,0t4v7Q4yzb9SOQohayL33W
154,Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,0.00574,0.682,0.812,0.0,0.0553,-2.691,0,0.118,104.891,4,0.347,12670,Australia,1KqvRRQd3lfM0pAlkGPrgD
155,Absätze > Hauptsätze,0.0781,0.609,0.854,0.0,0.0642,-5.043,1,0.407,181.826,4,0.856,12630,Australia,0Xt07wEnASnw91iFJ1su1j
156,Thinking out Loud,0.474,0.781,0.445,0.0,0.184,-6.061,1,0.0295,78.998,4,0.591,12614,Australia,1Slwb6dOYkBlWal1PGtnNg
157,Light It Up (feat. Nyla & Fuse ODG) - Remix,0.0375,0.746,0.877,0.000833,0.233,-3.782,0,0.0666,107.985,4,0.751,12600,Australia,0L7loeTIg6akW84aEQZpCT
158,I Was Wrong - Robin Schulz Remix,0.373,0.654,0.761,0.00711,0.0956,-7.094,1,0.049,117.99,4,0.546,12596,Australia,3TZ3MiMILR5wrQbbWiFUwI
159,Sing Me to Sleep,0.0125,0.491,0.607,1.52e-06,0.289,-6.333,0,0.0668,176.112,4,0.166,12579,Australia,2Fjz5ZC5BvFdCqcnTZ3ilH
160,Only One - Radio Edit,0.0039,0.626,0.938,0.000452,0.599,-3.005,1,0.0944,124.932,4,0.518,12569,Australia,5ev0Z2lFzmhjlQCWpRAWiG
161,Ham kummst,0.256,0.842,0.577,0.000374,0.133,-6.864,0,0.044,125.005,4,0.368,12560,Australia,30t2cItUPY7CvZOup7zptn
162,Whole Heart,0.0409,0.491,0.65,2.14e-05,0.162,-7.151,1,0.0867,163.908,4,0.183,12436,Australia,2lFRw6rPXivo6kNmghePcK
